,MWP,GLON,GLAT,Disp,MajAxis,MinAxis,Reff,e_Reff,theta,e_theta,Ecc,HR2,HR3,RelFlag,HierFlag,IDDR1,IDA14,Dist,IDCW,Simbad,_RA.icrs,_DE.icrs
2G3171550-0037496,2G3171550-0037496,317.155,-0.375,0.06,0.29,0.22,0.26,0.03,170,33,0.67,,0.27,C,,,G317.155-00.372,,,Simbad,222.2517,-59.9596
2G0344348-0007255,2G0344348-0007255,34.4348,-0.0726,0.14,0.48,0.33,0.41,0.1,41,7,0.72,,0.3,C,,1G034435-000701,G034.428-00.073,,,Simbad,283.6095,1.3044
2G0356453-0005958,2G0356453-0005958,35.6453,-0.0596,0.31,5.2,2.74,4.15,0.24,8,88,0.85,,0.21,C,P,1G035652-000348,,,N68,Simbad,284.1505,2.3875
2G0040235-0010447,2G0040235-0010447,4.0236,-0.1045,0.09,0.3,0.21,0.26,0.04,62,24,0.71,,0.32,C,,,G004.021-00.105,,,Simbad,268.826,-25.5348
2G0101529-0041742,2G0101529-0041742,10.153,-0.4174,0.18,1.04,0.62,0.85,0.1,47,35,0.8,,0.17,C,,1G010151-004169,G010.140-00.423,,,Simbad,272.4088,-20.3586
2G3272562-0059007,2G3272562-0059007,327.2563,-0.5901,0.54,1.47,0.96,1.24,0.27,37,86,0.76,0.11,0.06,C,,,G327.273-00.578,,,Simbad,238.249,-54.6502
2G3142210-0000137,2G3142210-0000137,314.2211,-0.0014,1.12,4.57,3.86,4.23,0.91,18,118,0.54,0.05,0.25,R,,1G314223+000009,G314.217-00.009,,,Simbad,216.5036,-60.7832
2G3149567+0006711,2G3149567+0006711,314.9567,0.0671,1.18,3.56,2.05,2.9,0.83,170,77,0.82,,0.14,C,,,,,,Simbad,217.8474,-60.4499
2G0028894-0004549,2G0028894-0004549,2.8894,-0.0455,0.43,2.9,2.11,2.54,0.26,52,30,0.69,,0.18,C,,1G002894-000458,G002.889-00.044,,,Simbad,268.1299,-26.4827
2G3419136+0017241,2G3419136+0017241,341.9137,0.1724,0.17,0.62,0.34,0.5,0.11,166,109,0.84,0.24,0.34,R,,1G341914+001729,G341.916+00.173,,,Simbad,253.2752,-43.666
2G3487471+0028210,2G3487471+0028210,348.7471,0.2821,0.24,3.48,3.17,3.33,0.23,9,58,0.41,,0.25,C,,1G348746+002874,G348.770+00.282,,,Simbad,258.6651,-38.1737
2G3405777-0032883,2G3405777-0032883,340.5777,-0.3288,1.29,1.55,1.02,1.31,0.58,161,83,0.75,0.05,0.14,R,,,,,,Simbad,252.6272,-45.0156
2G3293383+0013013,2G3293383+0013013,329.3383,0.1301,0.24,0.79,0.71,0.75,0.19,43,95,0.42,0.15,0.3,R,,1G329338+001292,G329.340+00.121,7.3,,Simbad,240.1568,-52.7584
2G0217023-0012332,2G0217023-0012332,21.7024,-0.1233,0.48,1.27,0.81,1.06,0.26,160,99,0.77,0.07,0.14,R,,1G021704-001197,G021.706-00.122,,,Simbad,277.7975,-10.0377
2G0280832+0014006,2G0280832+0014006,28.0832,0.1401,0.88,2.19,1.5,1.88,0.62,125,119,0.73,0.06,0.14,R,,,G028.078+00.144,,,Simbad,280.5194,-4.2502
2G3512268+0065677,2G3512268+0065677,351.2268,0.6568,0.51,1.25,0.86,1.08,0.29,71,69,0.73,,0.13,C,,1G351224+006647,,,,Simbad,260.0768,-35.9331
2G0207014-0028155,2G0207014-0028155,20.7014,-0.2816,0.04,0.17,0.1,0.14,0.02,73,13,0.79,,0.16,C,,,,,,Simbad,277.4687,-10.9982
2G3356175-0071670,2G3356175-0071670,335.6176,-0.7167,0.28,1.63,1.2,1.43,0.25,70,38,0.68,,0.14,C,,1G335611-007168,,,,Simbad,248.2522,-48.9991
2G0084794-0038405,2G0084794-0038405,8.4794,-0.3841,1.87,2.94,2.14,2.57,0.78,10,64,0.68,,0.16,C,,1G008444-003599,G008.456-00.351,,,Simbad,271.5058,-21.805
2G3329522-0032635,2G3329522-0032635,332.9522,-0.3263,1.52,5.25,4.35,4.82,0.75,179,97,0.56,0.04,0.31,R,,1G332953-003021,G332.956-00.316,,,Simbad,244.9405,-50.6402
2G3073194+0086433,2G3073194+0086433,307.3195,0.8643,0.14,0.73,0.64,0.69,0.06,23,71,0.46,,0.13,C,,1G307318+008643,,,,Simbad,202.1419,-61.6907
2G3341981+0006399,2G3341981+0006399,334.1982,0.064,0.16,0.8,0.74,0.77,0.07,9,58,0.37,,0.15,C,,1G334200+000649,,,,Simbad,245.8844,-49.4836
2G0459088+0048424,2G0459088+0048424,45.9089,0.4842,0.04,0.3,0.25,0.28,0.04,7,39,0.55,,0.25,C,,1G045909+004836,G045.909+00.483,,,Simbad,288.4203,11.7535
2G0497327-0063401,2G0497327-0063401,49.7328,-0.634,0.43,1.37,1.23,1.3,0.28,13,91,0.45,0.25,0.31,R,,1G049733-006297,G049.733-00.633,5.5,,Simbad,291.2762,14.6069
2G0248325-0001338,2G0248325-0001338,24.8326,-0.0134,1.15,2.89,2.12,2.54,0.71,1,87,0.68,0.02,0.07,C,,,G024.846-00.026,,,Simbad,279.1587,-7.2094
2G0258695+0034530,2G0258695+0034530,25.8695,0.3453,0.31,0.98,0.84,0.92,0.15,56,103,0.51,0.14,0.18,R,,1G025869+003440,G025.873+00.343,,,Simbad,279.3176,-6.1237
2G3355916-0078866,2G3355916-0078866,335.5916,-0.7887,0.27,3.63,2.36,3.06,0.22,70,52,0.76,,0.26,C,,1G335595-007918,G335.605-00.813,,,Simbad,248.3057,-49.0672
2G0025156-0013932,2G0025156-0013932,2.5156,-0.1393,0.42,1.53,1.34,1.44,0.22,56,135,0.48,0.16,0.29,R,,1G002517-001367,G002.516-00.141,,CN32,Simbad,268.0071,-26.8522
2G0117830+0017640,2G0117830+0017640,11.783,0.1764,0.1,0.48,0.33,0.41,0.09,13,88,0.73,0.3,0.21,R,,1G011784+001763,G011.782+00.175,,,Simbad,272.6924,-18.6446
2G3478905+0004328,2G3478905+0004328,347.8906,0.0433,0.09,0.47,0.41,0.44,0.08,15,97,0.49,0.09,0.39,R,,1G347890+000432,G347.891+00.042,,,Simbad,258.2709,-39.0077
2G0253998+0003174,2G0253998+0003174,25.3998,0.0317,0.14,0.41,0.3,0.36,0.08,112,76,0.69,,0.13,C,,1G025399+000360,G025.397+00.033,17.3,,Simbad,279.3809,-6.6849
2G0251858+0011510,2G0251858+0011510,25.1858,0.1151,0.43,0.53,0.34,0.45,0.34,75,87,0.76,0.04,0.07,C,,,G025.183+00.117,,,Simbad,279.2073,-6.8367
2G0224260+0029453,2G0224260+0029453,22.426,0.2945,0.28,0.48,0.34,0.42,0.16,87,61,0.71,,0.24,C,,,G022.425+00.298,,,Simbad,277.7615,-9.2029
2G0066188+0014320,2G0066188+0014320,6.6189,0.1432,0.21,0.99,0.85,0.92,0.11,40,103,0.52,,0.16,C,,1G006617+001436,G006.614+00.138,,CN85,Simbad,270.0171,-23.1643
2G3329974-0045540,2G3329974-0045540,332.9975,-0.4554,0.19,1.16,0.87,1.03,0.1,36,73,0.66,0.1,0.16,R,,1G333001-004562,,,S48,Simbad,245.1345,-50.7002
2G3405326-0014891,2G3405326-0014891,340.5326,-0.1489,0.4,0.59,0.43,0.51,0.12,93,68,0.68,,0.13,C,,,G340.538-00.147,,,Simbad,252.3911,-44.935
2G3329436-0052024,2G3329436-0052024,332.9436,-0.5202,0.31,1.29,1.24,1.26,0.16,3,53,0.27,,0.14,C,,1G332949-005219,G332.950-00.521,,,Simbad,245.1461,-50.7842
2G0181858+0055171,2G0181858+0055171,18.1859,0.5517,0.2,0.9,0.6,0.77,0.11,78,70,0.75,,0.32,C,,,G018.186+00.553,,,Simbad,275.5158,-12.8343
2G3153260-0021176,2G3153260-0021176,315.3261,-0.2118,0.15,0.67,0.34,0.53,0.08,146,78,0.86,0.1,0.12,C,,1G315329-002129,,,,Simbad,218.7574,-60.5664
2G2957292-0029682,2G2957292-0029682,295.7292,-0.2968,0.13,0.39,0.3,0.35,0.08,135,109,0.62,0.1,0.19,R,,,,,,Simbad,177.2168,-62.2903
2G3504695-0037856,2G3504695-0037856,350.4695,-0.3786,0.22,2.15,1.81,1.99,0.22,62,70,0.54,,0.28,C,,1G350467-003797,G350.455-00.385,,,Simbad,260.5997,-37.1452
2G3040671+0011416,2G3040671+0011416,304.0671,0.1142,0.12,1.02,0.81,0.92,0.12,172,91,0.61,0.21,0.22,R,,1G304071+001137,G304.069+00.114,,,Simbad,195.3381,-62.7357
2G0150172+0006606,2G0150172+0006606,15.0172,0.0661,0.08,0.37,0.29,0.33,0.07,26,88,0.62,,0.2,C,D,1G015018+000667,,,N17 N16,Simbad,274.4135,-15.8569
2G0221449-0004429,2G0221449-0004429,22.1449,-0.0443,1.3,9.73,9.09,9.41,0.67,26,87,0.36,,0.18,C,,1G022160-000447,G022.090-00.117,,,Simbad,277.9341,-9.6089
2G3384430+0015659,2G3384430+0015659,338.4431,0.1566,1.06,2.49,1.47,2.04,0.5,20,113,0.81,0.11,0.22,R,,1G338453+001787,,,,Simbad,250.1108,-46.3196
2G0355368+0004082,2G0355368+0004082,35.5369,0.0408,0.33,0.96,0.76,0.87,0.17,170,65,0.6,,0.18,C,,1G035538+000410,G035.539+00.040,,,Simbad,284.0116,2.3369
2G0546745+0059955,2G0546745+0059955,54.6746,0.5996,0.49,0.83,0.42,0.66,0.17,3,55,0.87,,0.22,C,,,G054.680+00.599,,,Simbad,292.6091,19.5385
2G0396072-0002163,2G0396072-0002163,39.6073,-0.0216,0.2,0.78,0.6,0.7,0.13,40,61,0.64,,0.21,C,,1G039608-000203,G039.607-00.021,,,Simbad,285.9336,5.9283
2G3375597-0067013,2G3375597-0067013,337.5598,-0.6701,0.51,0.82,0.58,0.71,0.07,46,65,0.71,,0.13,C,,1G337563-006700,G337.555-00.680,,,Simbad,250.1598,-47.5289
2G3388931+0061032,2G3388931+0061032,338.8931,0.6103,1.76,8.82,6.92,7.93,1.44,100,111,0.62,0.07,0.25,R,P,1G338895+006166,G338.861+00.597,,S29 S30,Simbad,250.0518,-45.6819
2G0422033+0003784,2G0422033+0003784,42.2033,0.0379,0.65,2.65,2.08,2.38,0.36,26,80,0.62,,0.41,C,,1G042203+000464,G042.204+00.038,,,Simbad,287.0825,8.2613
2G0486177+0002294,2G0486177+0002294,48.6178,0.0229,0.07,0.32,0.29,0.31,0.08,8,109,0.37,0.16,0.12,R,,,,,,Simbad,290.1357,13.9339
2G3583538-0004448,2G3583538-0004448,358.3538,-0.0445,0.15,0.73,0.6,0.67,0.09,160,107,0.56,,0.23,C,,,G358.358-00.042,,,Simbad,265.4551,-30.3611
2G0244615+0050422,2G0244615+0050422,24.4616,0.5042,0.18,1.03,0.69,0.88,0.13,56,61,0.74,0.08,0.16,R,,1G024464+004973,,,,Simbad,278.5234,-7.3006
2G0124624+0005738,2G0124624+0005738,12.4624,0.0574,0.03,0.12,0.1,0.11,0.01,46,52,0.52,,0.18,C,,,G012.462+00.057,,,Simbad,273.1468,-18.1062
2G0495522-0089207,2G0495522-0089207,49.5523,-0.8921,0.26,0.79,0.59,0.7,0.08,118,120,0.66,,0.15,C,,1G049551-008868,G049.548-00.887,,,Simbad,291.4224,14.3256
2G3141237+0047740,2G3141237+0047740,314.1237,0.4774,0.94,1.57,1.06,1.34,0.46,16,91,0.74,0.09,0.11,C,,,,,,Simbad,215.9739,-60.3697
2G3501052+0003609,2G3501052+0003609,350.1052,0.0361,0.12,0.99,0.5,0.79,0.07,52,55,0.86,,0.14,C,,,G350.112+00.036,,,Simbad,259.9114,-37.2081
2G0086521-0093513,2G0086521-0093513,8.6521,-0.9351,0.18,1.14,0.77,0.97,0.25,70,154,0.74,,0.12,C,,,G008.650-00.940,,,Simbad,272.115,-21.9224
2G0099019-0010173,2G0099019-0010173,9.9019,-0.1017,0.13,0.56,0.42,0.49,0.1,160,133,0.65,0.14,0.15,R,,,G009.904-00.101,,,Simbad,271.9844,-20.4252
2G3392275+0017904,2G3392275+0017904,339.2276,0.179,1.55,4.31,3.78,4.05,0.92,153,122,0.48,0.08,0.18,R,,1G339228+001939,G339.233+00.243,11.2,,Simbad,250.8318,-45.7152
2G0324554+0040729,2G0324554+0040729,32.4554,0.4073,0.18,0.54,0.47,0.51,0.11,21,86,0.51,0.2,0.34,R,,1G032455+004085,G032.455+00.407,,,Simbad,282.2797,-0.2384
2G0042333+0062787,2G0042333+0062787,4.2334,0.6279,0.06,0.42,0.37,0.39,0.08,180,43,0.44,,0.14,C,,,G004.232+00.625,,,Simbad,268.2451,-24.9831
2G3368532-0001764,2G3368532-0001764,336.8533,-0.0176,0.43,1.16,0.93,1.05,0.25,6,123,0.59,0.17,0.2,R,,,G336.854-00.018,,,Simbad,248.7403,-47.617
2G0099957-0003203,2G0099957-0003203,9.9958,-0.032,0.18,0.68,0.46,0.58,0.14,40,76,0.74,0.21,0.14,R,,1G009997-000305,G009.997-00.033,,CN142,Simbad,271.9681,-20.3092
2G3142555+0010064,2G3142555+0010064,314.2555,0.1007,0.08,0.32,0.25,0.29,0.06,31,46,0.61,,0.27,C,,1G314256+001017,G314.254+00.101,,,Simbad,216.4948,-60.6756
2G0265229-0056388,2G0265229-0056388,26.523,-0.5639,3.6,3.46,2.6,3.06,1.65,43,110,0.66,0.13,0.21,R,,1G026516-005592,G026.503-00.545,,,Simbad,280.4314,-5.9596
2G2988617+0018920,2G2988617+0018920,298.8617,0.1892,1.17,1.45,1.26,1.36,0.47,42,89,0.5,0.09,0.07,C,,1G298861+001940,G298.878+00.192,,,Simbad,184.0458,-62.4036
2G0323887+0034506,2G0323887+0034506,32.3888,0.3451,0.52,2.82,2.56,2.69,0.36,54,85,0.42,0.16,0.43,R,,1G032390+003455,G032.388+00.345,,,Simbad,282.3047,-0.326
2G0293682-0035055,2G0293682-0035055,29.3683,-0.3505,0.09,0.3,0.23,0.27,0.1,0,62,0.61,,0.14,C,,,,,,Simbad,281.5452,-3.3312
2G0241105+0021523,2G0241105+0021523,24.1105,0.2152,0.21,1.39,1.14,1.27,0.14,107,96,0.57,,0.14,C,,1G024109+002170,G024.109+00.214,,,Simbad,278.6189,-7.7454
2G3113033-0045230,2G3113033-0045230,311.3033,-0.4523,0.3,1.03,0.65,0.86,0.14,61,82,0.78,0.14,0.16,R,,1G311302-004587,G311.302-00.456,,,Simbad,211.0101,-62.1382
2G0451181+0015544,2G0451181+0015544,45.1181,0.1554,0.69,0.95,0.75,0.85,0.29,3,95,0.61,0.09,0.14,R,,1G045123+001453,G045.118+00.144,7.7,,Simbad,288.3432,10.9004
2G3395767-0009958,2G3395767-0009958,339.5767,-0.0996,1.82,2.58,1.77,2.21,0.77,14,64,0.73,,0.17,C,,1G339585-000986,G339.585-00.104,13.3,,Simbad,251.46,-45.6329
2G3211147-0027822,2G3211147-0027822,321.1148,-0.2782,0.31,0.81,0.67,0.74,0.18,33,95,0.57,0.25,0.27,R,,1G321115-002772,G321.114-00.273,14.7,,Simbad,228.8981,-57.9679
2G0118219-0010242,2G0118219-0010242,11.822,-0.1024,0.68,2.09,1.66,1.89,0.43,93,102,0.61,0.07,0.27,R,,1G011824-001021,G011.822-00.097,,,Simbad,272.9702,-18.7446
2G0170741-0009583,2G0170741-0009583,17.0741,-0.0958,0.19,2.36,1.61,2.02,0.15,158,94,0.73,,0.15,C,,,G017.073-00.096,,,Simbad,275.5664,-14.1199
2G0330500+0007419,2G0330500+0007419,33.05,0.0742,0.16,0.35,0.3,0.32,0.05,53,98,0.5,0.1,0.13,R,,,G033.049+00.075,,,Simbad,282.8473,0.1389
2G0254771+0004124,2G0254771+0004124,25.4771,0.0413,0.12,0.45,0.37,0.41,0.11,50,88,0.55,,0.16,C,,,G025.477+00.040,17.3,,Simbad,279.408,-6.6118
2G0329944+0015615,2G0329944+0015615,32.9945,0.1562,0.07,0.29,0.25,0.27,0.1,174,84,0.52,0.24,0.21,R,,1G032995+001557,G032.992+00.155,,,Simbad,282.749,0.1269
2G0356521-0002439,2G0356521-0002439,35.6522,-0.0244,0.75,3.06,2.41,2.76,0.57,36,114,0.62,0.25,0.3,R,,1G035652-000348,G035.649-00.053,10.4,N68,Simbad,284.1224,2.4097
2G0238839+0016971,2G0238839+0016971,23.884,0.1697,0.14,0.8,0.72,0.76,0.12,179,65,0.43,0.32,0.08,R,,1G023885+001701,G023.887+00.177,,,Simbad,278.5543,-7.9673
2G0284006+0051020,2G0284006+0051020,28.4007,0.5102,0.94,3.49,2.57,3.07,0.66,23,73,0.68,,0.28,C,,1G028398+005151,G028.407+00.496,,,Simbad,280.3351,-3.7985
2G3518613+0019900,2G3518613+0019900,351.8614,0.199,0.07,1.08,0.97,1.03,0.06,169,72,0.43,,0.33,C,,1G351861+002001,G351.862+00.202,,CS76,Simbad,260.9856,-35.6705
2G3114966-0045977,2G3114966-0045977,311.4967,-0.4598,0.51,2.24,1.64,1.96,0.45,83,78,0.68,,0.18,C,,1G311493-004567,G311.501-00.465,5.6,,Simbad,211.4116,-62.0912
2G3335977-0029241,2G3335977-0029241,333.5978,-0.2924,1.23,3.45,2.56,3.04,0.75,148,116,0.67,0.05,0.1,C,,,G333.594-00.291,,,Simbad,245.621,-50.1608
2G0032155-0010920,2G0032155-0010920,3.2156,-0.1092,0.21,0.55,0.42,0.49,0.11,30,71,0.66,0.16,0.17,R,P,1G003214-001080,,,CN38 CN37,Simbad,268.3761,-26.2342
2G0343009+0007986,2G0343009+0007986,34.3009,0.0799,0.2,1.62,1.37,1.5,0.12,28,42,0.53,,0.2,C,,1G034297+000812,G034.295+00.089,,,Simbad,283.4127,1.2548
2G0175047-0021217,2G0175047-0021217,17.5047,-0.2122,0.05,0.56,0.48,0.52,0.06,25,41,0.5,,0.18,C,,,G017.502-00.211,,,Simbad,275.8805,-13.7943
2G0515274-0007582,2G0515274-0007582,51.5275,-0.0758,0.4,1.62,1.2,1.43,0.24,41,134,0.67,,0.2,C,,,G051.524-00.072,,,Simbad,291.6511,16.4514
2G3415821-0026772,2G3415821-0026772,341.5822,-0.2677,0.09,0.28,0.2,0.24,0.11,60,79,0.72,0.13,0.14,R,,1G341582-002676,G341.582-00.268,,,Simbad,253.4575,-44.2011
2G3075416+0078081,2G3075416+0078081,307.5416,0.7808,0.75,1.17,0.91,1.05,0.34,178,52,0.63,,0.13,C,,,G307.543+00.786,,,Simbad,202.6315,-61.7406
2G3423222+0037115,2G3423222+0037115,342.3223,0.3712,1.96,6.34,4.19,5.38,0.87,50,67,0.75,,0.16,C,,1G342342+003922,G342.277+00.311,,,Simbad,253.4191,-43.2238
2G0450137-0062972,2G0450137-0062972,45.0138,-0.6297,1.23,3.64,2.19,3.01,1.0,57,55,0.8,,0.19,C,,1G045003-006410,G045.002-00.611,6.0,,Simbad,289.0013,10.4432
2G0109565+0003088,2G0109565+0003088,10.9566,0.0309,0.05,0.19,0.14,0.17,0.05,82,90,0.68,0.13,0.15,R,,,G010.956+00.030,,,Simbad,272.4049,-19.4384
2G0219273+0010946,2G0219273+0010946,21.9274,0.1095,0.1,0.8,0.66,0.73,0.08,81,73,0.56,,0.25,C,,1G021932+001076,G021.931+00.104,,,Simbad,277.6937,-9.7305
2G0085615-0021176,2G0085615-0021176,8.5616,-0.2118,0.11,0.71,0.56,0.64,0.14,148,120,0.62,,0.16,C,,,G008.560-00.214,,,Simbad,271.3873,-21.6491
2G3178228+0022737,2G3178228+0022737,317.8228,0.2274,0.74,3.13,2.12,2.67,0.38,51,99,0.74,,0.31,C,,,G317.817+00.217,,,Simbad,222.9096,-59.1244
2G3303234-0019453,2G3303234-0019453,330.3234,-0.1945,0.51,1.56,1.21,1.4,0.28,50,50,0.63,,0.17,C,,1G330328-001939,G330.327-00.206,,,Simbad,241.7244,-52.3493
2G0350047-0011862,2G0350047-0011862,35.0048,-0.1186,1.24,3.72,2.87,3.32,0.97,16,100,0.64,0.06,0.14,R,,1G035018-001114,G035.035-00.132,,,Simbad,283.9106,1.7906
2G0117712-0003706,2G0117712-0003706,11.7712,-0.0371,0.47,0.49,0.3,0.4,0.33,111,137,0.78,0.13,0.1,R,,,G011.770-00.039,,,Simbad,272.8839,-18.7578
2G3567337+0003313,2G3567337+0003313,356.7338,0.0331,0.16,0.64,0.54,0.59,0.07,73,80,0.53,,0.2,C,,,G356.727+00.037,,,Simbad,264.3724,-31.6915
2G0235512-0003683,2G0235512-0003683,23.5513,-0.0368,0.29,0.72,0.53,0.63,0.19,66,104,0.68,0.12,0.13,R,,1G023550-000348,G023.551-00.034,,,Simbad,278.5846,-8.3578
2G0333254-0027325,2G0333254-0027325,33.3254,-0.2733,0.59,0.75,0.47,0.63,0.21,66,79,0.78,0.07,0.22,R,,1G033328-002722,G033.328-00.273,,,Simbad,283.2821,0.2256
2G0168433-0002540,2G0168433-0002540,16.8434,-0.0254,0.05,0.2,0.17,0.18,0.04,4,89,0.49,,0.5,C,,,G016.842-00.025,,,Simbad,275.3904,-14.2904
2G3314133+0000590,2G3314133+0000590,331.4134,0.0059,0.2,0.59,0.41,0.51,0.13,172,80,0.73,0.23,0.27,R,,1G331413+000075,G331.412+00.011,,,Simbad,242.8071,-51.4649
2G0200942-0031368,2G0200942-0031368,20.0943,-0.3137,1.17,6.28,5.41,5.86,0.74,60,99,0.51,,0.14,C,,,G020.150-00.335,,,Simbad,277.2105,-11.5509
2G3368849+0045587,2G3368849+0045587,336.885,0.4559,0.11,1.18,1.0,1.09,0.22,55,58,0.52,,0.15,C,,,G336.886+00.452,,,Simbad,248.2577,-47.2725
2G0299738-0058948,2G0299738-0058948,29.9738,-0.5895,0.58,1.77,1.35,1.58,0.32,50,99,0.65,,0.16,C,,1G029966-005883,G029.979-00.587,,,Simbad,282.0349,-2.9014
2G3036008-0062700,2G3036008-0062700,303.6008,-0.627,0.42,1.77,1.26,1.54,0.28,74,90,0.7,0.09,0.28,R,,1G303599-006307,G303.593-00.631,,,Simbad,194.3581,-63.491
2G3563124-0068010,2G3563124-0068010,356.3124,-0.6801,0.34,1.6,1.45,1.53,0.26,46,76,0.42,,0.15,C,,1G356311-006764,G356.319-00.676,,,Simbad,264.8179,-32.4288
2G0236865-0020436,2G0236865-0020436,23.6865,-0.2044,0.2,0.61,0.47,0.55,0.11,59,87,0.63,0.23,0.27,R,,1G023687-002046,G023.689-00.205,6.2,,Simbad,278.7979,-8.315
2G0149143-0041200,2G0149143-0041200,14.9143,-0.412,0.27,0.72,0.57,0.65,0.22,84,85,0.62,0.16,0.29,R,,1G014913-004121,G014.915-00.416,,,Simbad,274.8009,-16.1739
2G0422210-0005965,2G0422210-0005965,42.2211,-0.0597,0.93,2.7,1.9,2.34,0.52,50,94,0.71,0.04,0.08,C,,1G042224-000557,G042.227-00.067,,,Simbad,287.1783,8.2322
2G3457483-0045415,2G3457483-0045415,345.7484,-0.4542,0.72,9.11,7.72,8.44,0.85,72,58,0.53,,0.24,C,,,G345.761-00.466,,,Simbad,257.1369,-41.0282
2G3295688-0030947,2G3295688-0030947,329.5688,-0.3095,0.08,0.6,0.37,0.5,0.05,102,91,0.79,,0.16,C,,,,,,Simbad,240.9232,-52.9378
2G3089300-0008290,2G3089300-0008290,308.9301,-0.0829,0.14,0.28,0.21,0.25,0.15,159,47,0.64,,0.13,C,,,,,,Simbad,205.8713,-62.347
2G3107533-0035302,2G3107533-0035302,310.7534,-0.353,0.24,0.49,0.28,0.4,0.12,6,69,0.82,0.08,0.28,R,,,G310.755-00.354,,,Simbad,209.8186,-62.1902
