,MWP,GLON,GLAT,Disp,MajAxis,MinAxis,Reff,e_Reff,theta,e_theta,Ecc,HR2,HR3,RelFlag,HierFlag,IDDR1,IDA14,Dist,IDCW,Simbad,_RA.icrs,_DE.icrs
2G0540494-0008774,2G0540494-0008774,54.0495,-0.0877,0.51,2.25,1.43,1.88,0.29,9,43,0.77,,0.12,C,,,,,,Simbad,292.9286,18.6599
2G3314220+0015369,2G3314220+0015369,331.422,0.1537,0.14,0.35,0.26,0.31,0.16,116,167,0.67,0.12,0.13,R,,,G331.424+00.154,,,Simbad,242.656,-51.3508
2G0060419-0013086,2G0060419-0013086,6.0419,-0.1309,1.76,2.61,2.04,2.34,0.92,10,115,0.62,0.2,0.29,R,,1G006057-001279,G006.077-00.135,,CN73,Simbad,269.9636,-23.8012
2G0063738-0048991,2G0063738-0048991,6.3738,-0.4899,0.53,1.78,1.61,1.7,0.32,118,130,0.42,,0.14,C,,1G006378-004715,G006.373-00.482,,,Simbad,270.484,-23.6909
2G0495367-0038855,2G0495367-0038855,49.5368,-0.3886,0.24,0.96,0.83,0.9,0.18,76,77,0.49,0.09,0.19,R,D,1G049536-003891,G049.536-00.386,5.5,,Simbad,290.9569,14.5505
2G0527650+0033257,2G0527650+0033257,52.765,0.3326,0.54,0.75,0.59,0.67,0.26,24,97,0.62,0.08,0.22,R,,1G052766+003333,G052.766+00.333,9.6,,Simbad,291.8922,17.734
2G0209798+0007844,2G0209798+0007844,20.9799,0.0785,0.14,0.48,0.39,0.44,0.06,160,61,0.6,,0.12,C,,1G020977+000789,,,,Simbad,277.2754,-10.5845
2G3202388-0017478,2G3202388-0017478,320.2389,-0.1748,0.11,0.57,0.48,0.53,0.07,53,57,0.54,,0.15,C,,1G320239-001741,G320.240-00.176,,,Simbad,227.3736,-58.3294
2G3339181+0028511,2G3339181+0028511,333.9181,0.2851,0.21,1.32,1.05,1.19,0.12,19,57,0.61,,0.22,C,,1G333916+002839,G333.917+00.286,,,Simbad,245.3388,-49.526
2G3337577-0023169,2G3337577-0023169,333.7578,-0.2317,0.86,0.88,0.66,0.78,0.35,21,92,0.65,0.16,0.12,R,,,G333.756-00.242,,,Simbad,245.7297,-50.0046
2G3531509+0001279,2G3531509+0001279,353.151,0.0128,0.18,1.15,0.96,1.06,0.1,56,49,0.56,,0.24,C,,,G353.144+00.014,,,Simbad,262.0571,-34.7056
2G3379931+0008790,2G3379931+0008790,337.9932,0.0879,0.08,0.29,0.27,0.28,0.07,27,59,0.39,0.16,0.2,R,,1G337993+000881,,,,Simbad,249.7507,-46.7013
2G0241307-0006407,2G0241307-0006407,24.1307,-0.0641,0.72,1.05,0.89,0.97,0.28,178,76,0.54,0.16,0.08,R,,,G024.126-00.066,10.2,,Simbad,278.8785,-7.856
2G0148723-0030886,2G0148723-0030886,14.8723,-0.3089,0.31,1.26,0.88,1.08,0.2,20,41,0.72,0.16,0.15,R,,1G014883-003104,G014.885-00.311,,,Simbad,274.6857,-16.1621
2G0455440-0003818,2G0455440-0003818,45.5441,-0.0382,0.14,0.53,0.33,0.44,0.09,179,158,0.78,0.14,0.14,R,,1G045544-000348,G045.544-00.035,6.0,,Simbad,288.7195,11.1878
2G3111618+0004532,2G3111618+0004532,311.1619,0.0453,0.21,1.28,1.16,1.22,0.19,19,76,0.41,,0.19,C,,1G311160+000441,G311.167+00.049,,,Simbad,210.4326,-61.6981
2G0529451+0028861,2G0529451+0028861,52.9451,0.2886,0.49,0.53,0.32,0.44,0.18,48,60,0.8,,0.19,C,,,G052.951+00.286,,,Simbad,292.0231,17.8713
2G3552197-0001357,2G3552197-0001357,355.2197,-0.0136,0.11,0.59,0.54,0.57,0.1,18,118,0.41,0.28,0.32,R,,1G355219-000153,G355.221-00.015,,CS36,Simbad,263.4515,-32.9912
2G3342842-0015134,2G3342842-0015134,334.2843,-0.1513,0.19,1.16,0.91,1.04,0.11,48,42,0.61,,0.37,C,,1G334287-001536,G334.293-00.157,,,Simbad,246.2138,-49.5733
2G3405852+0035169,2G3405852+0035169,340.5852,0.3517,0.1,0.29,0.19,0.24,0.06,43,66,0.76,0.24,0.44,R,D,1G340584+003512,G340.585+00.350,,,Simbad,251.8994,-44.5725
2G0549474-0031596,2G0549474-0031596,54.9475,-0.316,2.13,4.8,3.19,4.07,0.88,138,140,0.75,0.09,0.11,C,,1G054913-003380,G054.913-00.339,,,Simbad,293.5991,19.3355
2G3480948-0098487,2G3480948-0098487,348.0948,-0.9849,0.7,0.74,0.69,0.72,0.28,42,50,0.35,,0.18,C,,,G348.092-00.988,,,Simbad,259.5037,-39.44
2G3040413+0028953,2G3040413+0028953,304.0414,0.2895,0.47,0.66,0.44,0.56,0.22,45,75,0.74,0.11,0.2,R,,,G304.034+00.290,,,Simbad,195.2678,-62.5615
2G3202380-0024001,2G3202380-0024001,320.238,-0.24,0.44,4.61,2.88,3.84,0.2,73,47,0.78,,0.14,C,P,,G320.278-00.217,,,Simbad,227.4349,-58.3861
2G3530342-0008300,2G3530342-0008300,353.0343,-0.083,0.15,0.62,0.51,0.57,0.1,37,90,0.56,,0.37,C,,1G353035-000852,G353.032-00.083,,,Simbad,262.0753,-34.8559
2G3542141+0097776,2G3542141+0097776,354.2141,0.9778,0.22,1.1,0.99,1.05,0.16,46,70,0.42,,0.18,C,,,G354.214+00.980,,CS50,Simbad,261.8021,-33.2856
2G3272565-0053099,2G3272565-0053099,327.2565,-0.531,0.96,1.04,0.62,0.85,0.27,76,87,0.8,0.02,0.06,C,,,,,,Simbad,238.1847,-54.6044
2G3163512-0040502,2G3163512-0040502,316.3513,-0.405,0.1,0.25,0.17,0.22,0.1,4,115,0.74,0.1,0.14,R,,,G316.353-00.406,,,Simbad,220.8176,-60.33
2G0179802+0012892,2G0179802+0012892,17.9802,0.1289,0.03,0.11,0.1,0.11,0.03,40,57,0.45,,0.19,C,,,,,,Simbad,275.7998,-13.2144
2G3115627+0023811,2G3115627+0023811,311.5628,0.2381,0.09,0.29,0.19,0.25,0.07,50,46,0.74,,0.19,C,,,G311.563+00.239,11.6,,Simbad,211.1311,-61.4029
2G3005195-0017307,2G3005195-0017307,300.5196,-0.1731,0.13,0.59,0.55,0.57,0.11,170,137,0.38,0.08,0.11,C,,1G300517-001733,,,,Simbad,187.5498,-62.9453
2G3239734+0068275,2G3239734+0068275,323.9735,0.6827,0.67,3.18,2.36,2.8,0.4,70,69,0.67,,0.21,C,,1G323967+006905,G323.968+00.649,,,Simbad,232.319,-55.6039
2G3462709+0011450,2G3462709+0011450,346.271,0.1145,0.76,1.47,0.92,1.23,0.32,37,67,0.78,,0.3,C,,1G346272+001125,G346.269+00.126,,,Simbad,256.9486,-40.2692
2G3281101+0010414,2G3281101+0010414,328.1102,0.1041,0.15,1.6,1.5,1.55,0.08,20,72,0.35,,0.25,C,,1G328116+001083,G328.117+00.108,,,Simbad,238.6209,-53.5716
2G3384319-0021195,2G3384319-0021195,338.432,-0.2119,0.07,0.83,0.58,0.72,0.04,9,9,0.72,,0.3,C,,,G338.430-00.214,,,Simbad,250.5013,-46.5716
2G0281655-0016566,2G0281655-0016566,28.1655,-0.1657,0.22,0.73,0.44,0.6,0.08,156,67,0.8,,0.18,C,,,G028.164-00.164,,,Simbad,280.8299,-4.3168
2G0286989+0001486,2G0286989+0001486,28.699,0.0149,0.29,1.08,0.8,0.95,0.16,178,98,0.67,0.06,0.2,R,,1G028708+000208,G028.702+00.014,,,Simbad,280.9133,-3.7597
2G0218721+0022265,2G0218721+0022265,21.8721,0.2226,0.46,1.45,1.21,1.34,0.27,36,70,0.55,,0.25,C,,1G021871+002260,G021.869+00.231,,,Simbad,277.566,-9.7272
2G0495386+0016525,2G0495386+0016525,49.5387,0.1653,0.13,0.56,0.4,0.48,0.06,71,81,0.71,,0.16,C,,1G049538+001652,G049.534+00.165,,,Simbad,290.453,14.8136
2G3492068+0010280,2G3492068+0010280,349.2068,0.1028,0.22,0.9,0.6,0.76,0.14,73,100,0.75,0.1,0.11,C,,1G349207+001055,G349.209+00.105,,,Simbad,259.1897,-37.904
2G3583579-0044147,2G3583579-0044147,358.3579,-0.4415,0.06,0.97,0.63,0.82,0.05,64,78,0.76,,0.18,C,,1G358361-004425,G358.355-00.448,,,Simbad,265.8491,-30.5667
2G0173468-0014361,2G0173468-0014361,17.3468,-0.1436,0.23,0.66,0.44,0.56,0.11,78,72,0.75,,0.23,C,,,,,,Simbad,275.7418,-13.9016
2G3391279-0073110,2G3391279-0073110,339.1279,-0.7311,0.71,6.63,4.25,5.57,0.49,107,97,0.77,,0.2,C,,1G339188-006665,G339.169-00.698,,,Simbad,251.7324,-46.3842
2G0394310-0018958,2G0394310-0018958,39.431,-0.1896,0.07,0.27,0.19,0.24,0.06,151,130,0.7,0.32,0.09,R,,,G039.432-00.189,,,Simbad,286.0024,5.6946
2G3532274-0021158,2G3532274-0021158,353.2274,-0.2116,0.41,1.47,1.22,1.35,0.37,29,100,0.56,0.12,0.15,R,,1G353227-002133,,,,Simbad,262.3359,-34.7663
2G0239622+0017023,2G0239622+0017023,23.9622,0.1702,0.26,0.69,0.56,0.63,0.16,51,95,0.59,0.08,0.1,C,,,G023.962+00.172,,,Simbad,278.5903,-7.8977
2G3079929-0100841,2G3079929-0100841,307.9929,-1.0084,0.07,0.24,0.21,0.23,0.07,45,122,0.47,0.2,0.2,R,,,,,,Simbad,204.2332,-63.4322
2G3360856-0006466,2G3360856-0006466,336.0856,-0.0647,0.4,0.87,0.67,0.78,0.26,56,75,0.63,0.1,0.23,R,,1G336085-000702,G336.086-00.074,,,Simbad,248.0135,-48.2122
2G0287131-0030140,2G0287131-0030140,28.7131,-0.3014,0.14,0.88,0.72,0.8,0.07,28,72,0.58,,0.22,C,,1G028714-003004,G028.713-00.303,,,Simbad,281.2017,-3.8917
2G0389273-0035644,2G0389273-0035644,38.9273,-0.3564,0.09,0.39,0.25,0.33,0.05,69,22,0.76,,0.17,C,,,G038.925-00.356,,,Simbad,285.9193,5.1705
2G3276082-0038367,2G3276082-0038367,327.6083,-0.3837,0.62,2.01,1.22,1.66,0.4,60,66,0.8,0.04,0.13,R,,,G327.582-00.379,,,Simbad,238.4914,-54.2673
2G3424285-0004660,2G3424285-0004660,342.4286,-0.0466,0.27,0.52,0.42,0.47,0.13,27,89,0.6,0.12,0.19,R,,1G342430-000495,G342.429-00.046,,,Simbad,253.9573,-43.4041
2G0225678-0005400,2G0225678-0005400,22.5679,-0.054,0.17,1.01,0.9,0.95,0.09,18,106,0.46,,0.35,C,,,G022.571-00.053,,,Simbad,278.141,-9.2382
2G0395496-0015864,2G0395496-0015864,39.5497,-0.1586,0.13,0.34,0.25,0.3,0.16,15,129,0.66,0.09,0.12,C,,,G039.548-00.160,,,Simbad,286.0294,5.8143
2G3447702-0053247,2G3447702-0053247,344.7702,-0.5325,1.47,3.18,2.51,2.86,0.84,8,125,0.61,0.32,0.11,R,,1G344754-005440,G344.753-00.548,,S14,Simbad,256.4365,-41.8573
2G0608726-0010968,2G0608726-0010968,60.8726,-0.1097,0.33,0.46,0.44,0.45,0.12,170,88,0.29,0.05,0.32,R,,1G060872-001074,G060.873-00.108,,,Simbad,296.5595,24.5909
2G0236168-0037741,2G0236168-0037741,23.6168,-0.3774,0.5,2.03,1.44,1.76,0.36,27,90,0.7,,0.14,C,,,,,,Simbad,278.9207,-8.4564
2G3467995+0031526,2G3467995+0031526,346.7996,0.3153,0.13,0.64,0.6,0.62,0.12,74,87,0.36,,0.15,C,,1G346800+003152,G346.800+00.314,,,Simbad,257.1515,-39.7256
2G0315221+0015375,2G0315221+0015375,31.5222,0.1537,0.46,1.37,1.01,1.2,0.25,139,137,0.68,0.06,0.14,R,,1G031522+001513,G031.519+00.150,,,Simbad,282.0798,-1.1845
2G3055347-0004646,2G3055347-0004646,305.5347,-0.0465,0.76,1.84,1.22,1.56,0.54,8,129,0.75,0.02,0.1,C,,1G305535-000477,G305.526-00.037,,,Simbad,198.5616,-62.8029
2G0282975+0018445,2G0282975+0018445,28.2975,0.1845,0.16,0.45,0.33,0.4,0.13,170,117,0.68,0.15,0.15,R,,1G028299+001857,G028.293+00.184,,,Simbad,280.5781,-4.0393
2G3039758-0003811,2G3039758-0003811,303.9758,-0.0381,0.21,0.73,0.47,0.61,0.2,62,80,0.76,0.28,0.34,R,,1G303976-000371,G303.973-00.035,,,Simbad,195.1508,-62.8913
2G3071215-0057395,2G3071215-0057395,307.1215,-0.5739,0.08,0.35,0.32,0.33,0.06,67,112,0.43,0.18,0.38,R,,1G307121-005741,G307.120-00.573,,,Simbad,202.1652,-63.1425
2G3294772-0029918,2G3294772-0029918,329.4772,-0.2992,0.11,0.8,0.54,0.68,0.09,43,33,0.74,,0.19,C,,,,,,Simbad,240.7978,-52.9906
2G3315602-0012230,2G3315602-0012230,331.5603,-0.1223,0.56,0.62,0.38,0.51,0.33,33,76,0.78,0.06,0.13,R,,,G331.559-00.128,,,Simbad,243.1199,-51.4583
2G0324355+0009274,2G0324355+0009274,32.4355,0.0927,0.05,0.56,0.47,0.51,0.04,45,14,0.55,,0.18,C,,,G032.436+00.092,,,Simbad,282.5506,-0.3995
2G0289382-0056670,2G0289382-0056670,28.9382,-0.5667,0.31,1.12,0.9,1.02,0.23,165,135,0.59,0.25,0.12,R,D,1G028938-005661,,,,Simbad,281.5413,-3.8125
2G0346857+0001050,2G0346857+0001050,34.6858,0.0105,0.1,0.63,0.42,0.53,0.08,4,68,0.75,,0.13,C,,1G034686+000116,G034.687+00.012,,,Simbad,283.6501,1.5657
2G0483944+0028941,2G0483944+0028941,48.3945,0.2894,0.07,0.36,0.29,0.33,0.04,157,77,0.59,,0.16,C,,1G048394+002886,G048.395+00.288,,,Simbad,289.7853,13.8617
2G3143598+0048815,2G3143598+0048815,314.3598,0.4882,0.05,0.22,0.16,0.19,0.02,10,68,0.71,,0.18,C,,,,,,Simbad,216.4125,-60.2764
2G0299557-0001015,2G0299557-0001015,29.9557,-0.0102,0.18,0.43,0.33,0.38,0.1,67,121,0.63,0.04,0.12,R,,1G029955-000094,,,,Simbad,281.5105,-2.6532
2G0320207-0039390,2G0320207-0039390,32.0207,-0.3939,0.83,6.51,4.59,5.63,0.65,63,72,0.71,,0.17,C,,,G032.034-00.375,,,Simbad,282.7946,-0.9906
2G3139953-0010911,2G3139953-0010911,313.9953,-0.1091,0.6,1.52,1.28,1.41,0.43,163,109,0.54,0.04,0.15,R,,1G313995-001109,,,,Simbad,216.1483,-60.964
2G3367791-0001385,2G3367791-0001385,336.7792,-0.0138,0.56,2.44,1.73,2.11,0.36,5,115,0.7,0.1,0.17,R,,,,,,Simbad,248.6618,-47.669
2G0562654-0027789,2G0562654-0027789,56.2655,-0.2779,0.66,0.95,0.71,0.84,0.29,26,88,0.66,0.23,0.15,R,,1G056266-002766,G056.261-00.281,,,Simbad,294.2463,20.5053
2G3288142+0031373,2G3288142+0031373,328.8142,0.3137,0.46,1.26,0.95,1.11,0.19,71,109,0.66,0.06,0.36,R,,1G328814+003154,G328.814+00.313,,,Simbad,239.2993,-52.9593
2G3444003+0005283,2G3444003+0005283,344.4004,0.0528,0.09,0.43,0.31,0.37,0.04,81,80,0.7,,0.16,C,,,,,,Simbad,255.5112,-41.7949
2G3500903+0009052,2G3500903+0009052,350.0903,0.0905,0.28,0.5,0.28,0.4,0.1,3,16,0.82,,0.22,C,,,G350.092+00.087,,,Simbad,259.8447,-37.1891
2G0500188-0005354,2G0500188-0005354,50.0188,-0.0535,1.14,2.1,1.82,1.96,0.5,27,67,0.5,,0.2,C,,1G050015-000475,,,,Simbad,290.8872,15.1337
2G0132080-0018024,2G0132080-0018024,13.2081,-0.1802,0.14,0.88,0.63,0.77,0.07,37,47,0.69,,0.25,C,,1G013209-001804,G013.205-00.183,,,Simbad,273.7409,-17.5652
2G3067440+0026398,2G3067440+0026398,306.744,0.264,0.27,1.89,1.44,1.68,0.27,20,80,0.64,0.37,0.51,R,,1G306742+002620,G306.740+00.264,,S147,Simbad,201.0999,-62.3635
2G0238270+0013586,2G0238270+0013586,23.8271,0.1359,0.05,0.27,0.17,0.22,0.05,29,156,0.76,,0.17,C,,,G023.826+00.135,,,Simbad,278.5581,-8.0334
2G0503091+0066216,2G0503091+0066216,50.3092,0.6622,0.17,0.28,0.21,0.25,0.08,124,88,0.67,,0.15,C,,,,,,Simbad,290.3745,15.7272
2G3363508-0023883,2G3363508-0023883,336.3508,-0.2388,1.55,2.49,1.81,2.18,0.72,22,83,0.69,0.06,0.13,R,,1G336348-002474,,,,Simbad,248.4754,-48.1365
2G3123076+0066935,2G3123076+0066935,312.3077,0.6694,0.04,0.25,0.16,0.21,0.02,138,84,0.76,,0.34,C,,,G312.307+00.669,,,Simbad,212.3497,-60.7753
2G0025848-0000801,2G0025848-0000801,2.5848,-0.008,0.09,0.57,0.39,0.49,0.05,172,64,0.73,,0.14,C,,1G002585-000053,G002.584-00.008,,,Simbad,267.9201,-26.7257
2G0547524+0074391,2G0547524+0074391,54.7524,0.7439,0.13,0.68,0.48,0.59,0.08,13,118,0.71,0.07,0.17,R,,1G054753+007453,G054.753+00.745,,,Simbad,292.5143,19.676
2G3375300-0040422,2G3375300-0040422,337.5301,-0.4042,0.13,0.66,0.51,0.59,0.14,158,127,0.63,0.24,0.28,R,,1G337530-004036,G337.527-00.402,,,Simbad,249.8367,-47.3745
2G3501963+0001328,2G3501963+0001328,350.1964,0.0133,0.37,1.18,1.0,1.09,0.21,34,90,0.53,,0.2,C,,1G350195+000147,G350.201+00.013,,,Simbad,260.0004,-37.1464
2G3340155+0011076,2G3340155+0011076,334.0156,0.1108,0.35,0.81,0.58,0.7,0.25,100,116,0.69,0.09,0.12,C,,,G334.022+00.106,,,Simbad,245.6351,-49.5803
2G3280352-0047978,2G3280352-0047978,328.0352,-0.4798,2.03,3.97,2.86,3.46,1.17,58,94,0.69,0.05,0.09,C,,,G328.029-00.488,,,Simbad,239.1569,-54.068
2G3474884+0017434,2G3474884+0017434,347.4884,0.1744,1.16,7.85,6.3,7.12,1.46,132,84,0.6,0.07,0.09,C,,1G347529+002163,G347.495+00.171,,,Simbad,257.8288,-39.2554
2G0240211+0005449,2G0240211+0005449,24.0211,0.0545,0.09,0.38,0.26,0.32,0.05,125,84,0.71,,0.19,C,,,G024.019+00.053,,,Simbad,278.7213,-7.8987
2G0447056+0005015,2G0447056+0005015,44.7057,0.0502,0.61,1.46,1.03,1.26,0.37,100,103,0.71,0.22,0.11,R,,1G044706+000540,G044.704+00.048,,,Simbad,288.2435,10.4863
2G0408431-0021837,2G0408431-0021837,40.8432,-0.2184,1.74,2.09,1.6,1.86,0.85,38,120,0.64,0.07,0.13,R,,1G040849-002181,G040.855-00.224,,,Simbad,286.6806,6.9359
2G3273159-0054990,2G3273159-0054990,327.316,-0.5499,0.17,0.57,0.43,0.5,0.11,18,76,0.65,0.1,0.09,C,,1G327314-005502,,,,Simbad,238.2848,-54.5813
2G3411153-0018790,2G3411153-0018790,341.1153,-0.1879,0.68,2.87,2.23,2.57,0.73,56,78,0.63,,0.2,C,,1G341137-001890,G341.125-00.188,,,Simbad,252.9573,-44.5117
2G0251186+0046537,2G0251186+0046537,25.1187,0.4654,0.14,0.63,0.54,0.59,0.1,6,96,0.52,0.17,0.23,R,,1G025119+004642,,,,Simbad,278.8629,-6.7352
2G0437924+0013761,2G0437924+0013761,43.7924,0.1376,0.09,0.34,0.28,0.31,0.09,67,97,0.57,0.07,0.21,R,,1G043793+001376,G043.793+00.138,,,Simbad,287.7354,9.7172
2G3457835-0017252,2G3457835-0017252,345.7835,-0.1725,0.11,0.38,0.35,0.37,0.1,35,96,0.39,0.26,0.29,R,,1G345784-001726,G345.783-00.172,,,Simbad,256.8661,-40.8315
2G0454698+0012452,2G0454698+0012452,45.4698,0.1245,0.15,0.42,0.24,0.34,0.08,70,60,0.83,0.13,0.14,R,,,,,,Simbad,288.5374,11.1976
2G0026063+0018069,2G0026063+0018069,2.6063,0.1807,0.43,1.3,0.98,1.15,0.25,25,94,0.66,0.1,0.17,R,,,G002.600+00.174,,CN33,Simbad,267.7509,-26.6107
2G0347587+0001900,2G0347587+0001900,34.7587,0.019,0.14,0.61,0.42,0.53,0.08,82,70,0.73,,0.15,C,,,G034.756+00.022,7.0,,Simbad,283.6758,1.6344
2G3315152-0004930,2G3315152-0004930,331.5153,-0.0493,0.62,1.71,1.11,1.44,0.37,95,123,0.76,0.06,0.13,R,,1G331522-000474,,,,Simbad,242.9871,-51.4358
2G0288514+0006093,2G0288514+0006093,28.8515,0.0609,0.84,1.15,0.86,1.01,0.35,47,109,0.67,,0.13,C,,,G028.861+00.065,7.4,,Simbad,280.9421,-3.6031
2G3042621-0039097,2G3042621-0039097,304.2621,-0.391,0.44,0.83,0.73,0.78,0.33,24,84,0.47,0.19,0.2,R,,1G304263-003919,G304.264-00.393,,,Simbad,195.814,-63.2322
2G3502782-0030301,2G3502782-0030301,350.2783,-0.303,0.21,1.16,0.93,1.05,0.16,26,91,0.6,,0.17,C,,1G350280-003033,G350.276-00.301,,,Simbad,260.3852,-37.2596
2G0350554+0033761,2G0350554+0033761,35.0555,0.3376,0.34,1.78,1.37,1.59,0.18,23,60,0.64,,0.14,C,,1G035054+003345,G035.063+00.330,10.2,,Simbad,283.5275,2.0439
2G3512385-0001367,2G3512385-0001367,351.2386,-0.0137,0.12,0.52,0.44,0.48,0.17,35,78,0.53,0.41,0.23,R,,1G351238-000155,G351.238-00.013,,,Simbad,260.7679,-36.3047
2G0026964+0003216,2G0026964+0003216,2.6965,0.0322,0.09,0.46,0.31,0.39,0.06,5,57,0.73,0.23,0.13,R,,1G002696+000354,G002.696+00.033,,CN34,Simbad,267.9453,-26.6091
2G3527598-0034918,2G3527598-0034918,352.7598,-0.3492,0.11,0.25,0.23,0.24,0.06,178,35,0.41,,0.29,C,,,G352.760-00.350,,,Simbad,262.16,-35.2319
2G0536152-0024302,2G0536152-0024302,53.6153,-0.243,0.14,0.59,0.41,0.51,0.09,67,75,0.72,,0.2,C,,1G053614-002437,G053.610-00.246,,,Simbad,292.8516,18.2045
2G3368669+0001198,2G3368669+0001198,336.867,0.012,0.07,0.51,0.32,0.42,0.03,37,50,0.78,,0.16,C,,,,,,Simbad,248.7217,-47.5869
2G3300232-0049380,2G3300232-0049380,330.0232,-0.4938,0.92,1.29,1.01,1.16,0.4,47,98,0.62,0.06,0.34,R,,1G330027-004975,G330.028-00.493,,,Simbad,241.6878,-52.7726
2G0203315+0024988,2G0203315+0024988,20.3316,0.2499,0.15,0.53,0.38,0.46,0.07,26,47,0.7,,0.17,C,,1G020333+002527,G020.335+00.252,,,Simbad,276.8141,-11.0788
2G3455977-0022089,2G3455977-0022089,345.5978,-0.2209,0.1,0.42,0.36,0.4,0.11,35,107,0.52,0.27,0.35,R,,1G345598-002201,G345.599-00.221,,,Simbad,256.7698,-41.009
2G3459115-0025809,2G3459115-0025809,345.9115,-0.2581,0.29,1.22,0.91,1.08,0.25,31,60,0.67,0.17,0.2,R,,1G345913-002554,G345.915-00.257,,,Simbad,257.058,-40.7803
2G3091502-0020632,2G3091502-0020632,309.1503,-0.2063,1.11,2.47,1.48,2.03,0.66,6,97,0.8,0.12,0.32,R,,1G309152-002069,G309.151-00.215,,,Simbad,206.3907,-62.4228
2G3177195-0019096,2G3177195-0019096,317.7196,-0.191,1.42,3.43,2.08,2.84,0.74,115,110,0.8,0.03,0.12,C,,1G317752-001830,G317.765-00.195,,,Simbad,223.0952,-59.5448
2G3123250-0035579,2G3123250-0035579,312.325,-0.3558,0.38,1.35,1.12,1.24,0.23,27,86,0.56,0.1,0.2,R,,1G312321-003540,G312.325-00.357,,,Simbad,213.0277,-61.7474
2G3459373-0001771,2G3459373-0001771,345.9373,-0.0177,0.19,0.48,0.37,0.43,0.09,9,40,0.65,0.09,0.13,R,,1G345937-000185,G345.936-00.020,,,Simbad,256.8245,-40.6155
2G0547834+0086030,2G0547834+0086030,54.7835,0.8603,0.17,1.6,1.35,1.48,0.12,168,50,0.54,,0.21,C,,1G054785+008669,G054.779+00.862,4.9,,Simbad,292.4216,19.7591
2G0392267-0005054,2G0392267-0005054,39.2268,-0.0505,0.23,0.53,0.42,0.48,0.12,40,140,0.61,0.09,0.13,R,,1G039226-000482,G039.225-00.053,11.8,,Simbad,285.7841,5.5769
2G3551951-0003577,2G3551951-0003577,355.1952,-0.0358,0.05,0.11,0.1,0.11,0.08,85,111,0.4,0.12,0.2,R,,,G355.195-00.037,,CS37,Simbad,263.4578,-33.0238
2G3412883-0008272,2G3412883-0008272,341.2884,-0.0827,0.07,0.31,0.25,0.28,0.06,170,47,0.59,0.16,0.31,R,,,G341.289-00.083,,,Simbad,252.9978,-44.3112
2G0292240-0026937,2G0292240-0026937,29.2241,-0.2694,0.17,1.3,1.19,1.25,0.09,74,68,0.4,,0.14,C,D,,G029.224-00.271,,,Simbad,281.407,-3.4225
2G0119034-0013728,2G0119034-0013728,11.9035,-0.1373,0.81,0.88,0.72,0.8,0.29,53,87,0.57,0.09,0.05,C,,,G011.890-00.134,,,Simbad,273.0439,-18.69
2G3515289-0054235,2G3515289-0054235,351.529,-0.5423,0.46,4.96,4.12,4.56,0.3,112,105,0.55,,0.2,C,,1G351498-005316,G351.516-00.540,,,Simbad,261.5132,-36.3619
2G0596039+0032403,2G0596039+0032403,59.6039,0.324,0.2,1.91,1.73,1.82,0.17,32,51,0.42,,0.26,C,,1G059602+003212,G059.600+00.316,4.3,N126,Simbad,295.4539,23.7078
2G0237025+0016745,2G0237025+0016745,23.7026,0.1675,0.05,0.28,0.19,0.24,0.03,52,71,0.74,,0.33,C,,,G023.705+00.165,6.0,,Simbad,278.4718,-8.1293
2G3410658-0003258,2G3410658-0003258,341.0658,-0.0326,1.16,2.99,2.06,2.56,0.7,36,65,0.73,,0.25,C,,1G341062-000433,G341.090-00.017,,,Simbad,252.7453,-44.4509
2G0420781+0035603,2G0420781+0035603,42.0782,0.356,0.12,0.83,0.66,0.75,0.07,172,32,0.61,,0.15,C,,1G042077+003567,G042.073+00.360,,,Simbad,286.739,8.2967
2G3492442+0010873,2G3492442+0010873,349.2443,0.1087,0.1,0.25,0.14,0.2,0.05,176,95,0.84,0.14,0.11,R,,,G349.246+00.108,,,Simbad,259.2112,-37.87
2G3498624+0006910,2G3498624+0006910,349.8624,0.0691,0.84,2.16,1.25,1.77,0.33,107,53,0.82,,0.17,C,,,G349.860+00.062,,,Simbad,259.7023,-37.388
2G0136554-0058668,2G0136554-0058668,13.6554,-0.5867,0.08,0.34,0.27,0.31,0.05,54,100,0.61,0.12,0.21,R,,1G013655-005866,G013.655-00.587,,,Simbad,274.3389,-17.3653
2G0389520-0073009,2G0389520-0073009,38.952,-0.7301,0.37,3.68,3.56,3.62,0.33,38,65,0.26,,0.34,C,,1G038962-007345,G038.945-00.732,,N76,Simbad,286.2641,5.021
2G0271442+0061903,2G0271442+0061903,27.1442,0.619,0.13,0.54,0.42,0.48,0.1,49,76,0.64,0.23,0.28,R,,1G027145+006201,G027.145+00.620,,,Simbad,279.6609,-4.8655
2G0193872-0003351,2G0193872-0003351,19.3873,-0.0335,0.11,0.39,0.28,0.34,0.05,177,72,0.69,,0.14,C,,1G019388-000313,G019.389-00.038,,,Simbad,276.6211,-12.0464
2G3239362-0001315,2G3239362-0001315,323.9363,-0.0132,0.44,3.15,1.63,2.5,0.25,91,85,0.86,0.07,0.35,R,,1G323937-000185,G323.936-00.038,,,Simbad,232.9714,-56.1971
2G0344863+0018076,2G0344863+0018076,34.4864,0.1808,0.1,0.67,0.4,0.55,0.05,71,116,0.8,,0.14,C,,,,,,Simbad,283.4075,1.4659
