,MWP,GLON,GLAT,Disp,MajAxis,MinAxis,Reff,e_Reff,theta,e_theta,Ecc,HR2,HR3,RelFlag,HierFlag,IDDR1,IDA14,Dist,IDCW,Simbad,_RA.icrs,_DE.icrs
2G3199385-0016834,2G3199385-0016834,319.9385,-0.1683,0.06,0.37,0.23,0.31,0.05,96,79,0.8,,0.16,C,,1G319940-001685,G319.940-00.169,,,Simbad,226.8712,-58.4743
2G3324126-0049869,2G3324126-0049869,332.4126,-0.4987,0.46,0.71,0.47,0.6,0.23,35,46,0.76,,0.15,C,,,G332.412-00.505,,,Simbad,244.5211,-51.1411
2G0074127+0068943,2G0074127+0068943,7.4127,0.6894,1.79,3.67,2.8,3.27,1.14,17,100,0.65,0.26,0.45,R,,1G007439+007066,G007.443+00.704,,CN99,Simbad,269.9313,-22.204
2G0099442-0075522,2G0099442-0075522,9.9443,-0.7552,1.23,3.11,2.41,2.78,0.88,23,116,0.63,0.33,0.56,R,,1G009945-007443,G009.942-00.761,,CN139,Simbad,272.617,-20.7045
2G3007986-0030223,2G3007986-0030223,300.7986,-0.3022,0.3,1.16,0.91,1.04,0.18,13,97,0.62,0.25,0.41,R,,1G300802-003014,G300.804-00.302,,S170,Simbad,188.1408,-63.0957
2G0252920+0029468,2G0252920+0029468,25.292,0.2947,0.19,2.06,1.21,1.69,0.16,9,124,0.81,0.31,0.28,R,,1G025291+002939,G025.286+00.298,2.9,N37,Simbad,279.0958,-6.6598
2G0438890-0079970,2G0438890-0079970,43.889,-0.7997,0.11,0.45,0.37,0.41,0.09,102,120,0.58,0.2,0.46,R,,,G043.887-00.800,3.9,,Simbad,288.623,9.3684
2G0251554+0006116,2G0251554+0006116,25.1554,0.0612,0.13,0.49,0.38,0.44,0.21,32,77,0.64,0.2,0.18,R,,1G025155+000609,G025.155+00.059,,,Simbad,279.2414,-6.8885
2G0347438-0010159,2G0347438-0010159,34.7438,-0.1016,0.07,0.32,0.19,0.26,0.07,174,58,0.81,,0.19,C,,,G034.744-00.102,,,Simbad,283.7763,1.5661
2G0188829+0004768,2G0188829+0004768,18.8829,0.0477,0.25,0.75,0.6,0.68,0.23,27,73,0.61,0.2,0.16,R,,,G018.884+00.049,,,Simbad,276.3068,-12.4546
2G3317864-0013295,2G3317864-0013295,331.7865,-0.133,0.23,0.45,0.33,0.4,0.13,22,129,0.67,0.12,0.11,R,,,G331.786-00.133,,,Simbad,243.3955,-51.311
2G0191336-0064740,2G0191336-0064740,19.1336,-0.6474,0.09,0.41,0.32,0.37,0.07,15,70,0.62,0.15,0.38,R,,1G019134-006476,G019.134-00.648,,,Simbad,277.0564,-12.5567
2G0611390-0089689,2G0611390-0089689,61.1391,-0.8969,0.36,1.49,1.08,1.3,0.21,170,85,0.69,,0.42,C,,1G061141-008957,G061.144-00.891,8.3,,Simbad,297.4541,24.4232
2G0123353-0011565,2G0123353-0011565,12.3353,-0.1157,0.22,0.5,0.35,0.43,0.09,74,136,0.72,0.08,0.2,R,,1G012335-001147,G012.333-00.120,,,Simbad,273.2425,-18.3008
2G0187437+0025118,2G0187437+0025118,18.7438,0.2512,0.16,0.91,0.59,0.77,0.13,14,77,0.76,0.13,0.33,R,,1G018743+002521,G018.741+00.250,14.2,,Simbad,276.0559,-12.4824
2G3563404-0009054,2G3563404-0009054,356.3405,-0.0905,0.26,0.34,0.24,0.29,0.21,65,102,0.72,0.07,0.12,C,,,G356.340-00.092,,,Simbad,264.2466,-32.0897
2G3217383-0065528,2G3217383-0065528,321.7384,-0.6553,0.17,0.55,0.37,0.47,0.17,38,62,0.75,0.25,0.19,R,,1G321739-006553,G321.738-00.658,,,Simbad,230.2716,-57.9553
2G0303771+0011228,2G0303771+0011228,30.3771,0.1123,0.17,0.42,0.35,0.39,0.16,20,113,0.56,0.22,0.21,R,,1G030377+001120,G030.377+00.106,7.3,,Simbad,281.5939,-2.2224
2G0336366+0017564,2G0336366+0017564,33.6366,0.1756,0.11,0.64,0.39,0.53,0.11,96,102,0.79,0.19,0.37,R,,1G033637+001752,G033.636+00.174,,,Simbad,283.0245,0.7072
2G0338150-0014899,2G0338150-0014899,33.815,-0.149,0.18,0.68,0.6,0.64,0.27,50,96,0.46,0.31,0.33,R,,1G033815-001494,G033.813-00.150,10.8,N60,Simbad,283.3948,0.718
2G3311563-0039319,2G3311563-0039319,331.1564,-0.3932,0.36,1.16,0.96,1.06,0.4,50,90,0.56,0.14,0.49,R,,1G331155-003928,G331.156-00.391,,,Simbad,242.943,-51.9321
2G3108874+0001000,2G3108874+0001000,310.8875,0.01,0.11,0.46,0.37,0.42,0.15,36,96,0.59,0.26,0.22,R,,1G310888+000101,G310.887+00.009,5.6,S139,Simbad,209.8933,-61.8048
2G0242151-0004410,2G0242151-0004410,24.2152,-0.0441,0.03,0.37,0.34,0.36,0.02,160,68,0.43,,0.27,C,,1G024216-000411,G024.217-00.044,10.4,N33,Simbad,278.8999,-7.7718
2G3541811-0005086,2G3541811-0005086,354.1811,-0.0509,0.65,2.21,1.95,2.09,0.66,56,87,0.47,0.49,0.58,R,,1G354182-000528,G354.175-00.062,,CS51,Simbad,262.8093,-33.8816
2G3563564+0022797,2G3563564+0022797,356.3564,0.228,0.26,0.77,0.63,0.7,0.32,57,99,0.58,0.24,0.28,R,,1G356354+002249,G356.351+00.223,,CS28,Simbad,263.9403,-31.9048
2G3111888+0075129,2G3111888+0075129,311.1889,0.7513,0.15,0.74,0.65,0.7,0.25,126,129,0.46,0.21,0.29,R,D,1G311190+007536,G311.187+00.748,,S136,Simbad,210.0948,-61.0104
2G3392111+0008659,2G3392111+0008659,339.2111,0.0866,0.3,0.42,0.29,0.36,0.17,159,88,0.74,0.04,0.08,C,,,G339.209+00.086,,,Simbad,250.9162,-45.7883
2G0188910-0034104,2G0188910-0034104,18.891,-0.341,2.1,12.33,7.86,10.34,2.17,62,116,0.77,0.1,0.34,R,P,1G018908-003146,G018.914-00.329,,N24,Simbad,276.6628,-12.6288
2G0167843+0004349,2G0167843+0004349,16.7843,0.0435,0.05,0.34,0.26,0.3,0.05,10,101,0.66,0.32,0.31,R,,1G016784+000466,G016.783+00.042,,,Simbad,275.299,-14.3102
2G0102306-0030517,2G0102306-0030517,10.2307,-0.3052,0.27,0.95,0.89,0.92,0.2,29,146,0.36,0.14,0.28,R,,1G010230-003044,G010.227-00.303,,N1 CN146,Simbad,272.3442,-20.2363
2G0132128-0014100,2G0132128-0014100,13.2128,-0.141,0.25,0.57,0.42,0.5,0.21,147,121,0.69,0.34,0.27,R,,1G013213-001410,G013.215-00.145,,,Simbad,273.7072,-17.5424
2G0248361+0009362,2G0248361+0009362,24.8361,0.0936,1.09,3.15,1.83,2.57,0.64,32,83,0.81,0.28,0.4,R,,1G024839+000964,G024.844+00.093,6.3,N36,Simbad,279.0646,-7.1571
2G0421121-0044277,2G0421121-0044277,42.1121,-0.4428,0.16,0.49,0.41,0.45,0.28,18,104,0.55,0.39,0.42,R,D,,G042.111-00.444,8.9,N83,Simbad,287.4709,7.9588
2G0610541-0082580,2G0610541-0082580,61.0542,-0.8258,0.15,0.6,0.51,0.55,0.11,19,112,0.52,0.17,0.25,R,,1G061055-008256,G061.053-00.825,,,Simbad,297.3395,24.3862
2G3368706-0037659,2G3368706-0037659,336.8707,-0.3766,0.09,0.43,0.31,0.37,0.06,7,74,0.69,0.2,0.29,R,,1G336871-003769,G336.871-00.377,,,Simbad,249.152,-47.8462
2G0127962-0032618,2G0127962-0032618,12.7962,-0.3262,0.09,0.27,0.24,0.26,0.07,59,66,0.45,0.19,0.2,R,,1G012796-003264,G012.795-00.326,,,Simbad,273.6691,-17.9969
2G3348431+0021389,2G3348431+0021389,334.8431,0.2139,0.11,0.37,0.31,0.34,0.13,49,95,0.55,0.23,0.38,R,,1G334844+002143,G334.842+00.213,,,Simbad,246.4123,-48.9185
2G3054377-0023012,2G3054377-0023012,305.4377,-0.2301,0.13,0.34,0.27,0.31,0.09,28,92,0.63,0.12,0.19,R,,1G305439-002312,G305.439-00.232,,S151,Simbad,198.3846,-62.9943
2G3330194+0074870,2G3330194+0074870,333.0194,0.7487,0.05,0.13,0.12,0.12,0.05,71,73,0.39,0.08,0.33,R,,,G333.019+00.747,3.3,,Simbad,243.8448,-49.8224
2G3125372+0006136,2G3125372+0006136,312.5372,0.0614,0.11,0.35,0.27,0.31,0.08,56,101,0.65,0.16,0.21,R,,1G312538+000614,G312.536+00.064,,S129,Simbad,213.1816,-61.2852
2G3236001+0000206,2G3236001+0000206,323.6001,0.0021,0.24,0.7,0.61,0.66,0.21,164,59,0.49,0.06,0.14,R,,,G323.602+00.000,,,Simbad,232.4582,-56.3763
2G0521588+0070923,2G0521588+0070923,52.1588,0.7092,0.13,0.59,0.48,0.54,0.11,57,91,0.59,0.35,0.46,R,,1G052159+007094,G052.160+00.708,10.0,N110,Simbad,291.2424,17.3797
2G3272357-0023864,2G3272357-0023864,327.2358,-0.2386,0.14,0.58,0.42,0.51,0.18,176,84,0.69,0.24,0.22,R,,1G327236-002383,G327.237-00.238,,,Simbad,237.8393,-54.3906
2G3372801-0016153,2G3372801-0016153,337.2801,-0.1615,0.07,0.36,0.2,0.29,0.03,27,12,0.83,,0.16,C,,1G337281-001616,G337.281-00.163,,,Simbad,249.3233,-47.3984
2G0128886-0004544,2G0128886-0004544,12.8887,-0.0454,0.14,0.53,0.41,0.47,0.09,59,127,0.64,0.22,0.26,R,,1G012888-000434,G012.887-00.048,,N9,Simbad,273.4564,-17.7814
2G0320983+0009116,2G0320983+0009116,32.0984,0.0912,0.16,0.99,0.79,0.89,0.17,31,112,0.61,0.49,0.06,R,,1G032099+000921,G032.099+00.089,8.5,N55,Simbad,282.3982,-0.7002
2G0509273-0070122,2G0509273-0070122,50.9273,-0.7012,0.61,1.29,0.89,1.11,0.52,16,111,0.72,0.18,0.13,R,,1G050928-007067,G050.927-00.709,,,Simbad,291.9257,15.6257
2G3133165-0046181,2G3133165-0046181,313.3165,-0.4618,0.23,0.59,0.5,0.55,0.22,12,107,0.55,0.14,0.07,R,,1G313317-004625,G313.315-00.462,,,Simbad,215.0758,-61.5288
2G0126401+0009829,2G0126401+0009829,12.6402,0.0983,0.08,0.27,0.23,0.25,0.06,34,64,0.57,0.24,0.21,R,,1G012641+000994,G012.640+00.098,,,Simbad,273.1988,-17.9306
2G3327494+0067420,2G3327494+0067420,332.7495,0.6742,0.48,1.11,0.78,0.96,0.31,90,82,0.72,0.07,0.18,R,,1G332748+006738,G332.744+00.674,,,Simbad,243.6214,-50.0626
2G3450602-0074522,2G3450602-0074522,345.0602,-0.7452,1.99,7.97,5.75,6.95,1.46,67,154,0.69,0.17,0.41,R,,1G345072-007685,G345.094-00.779,,S13,Simbad,256.8985,-41.7537
2G3368212-0028351,2G3368212-0028351,336.8212,-0.2835,0.1,0.56,0.31,0.45,0.05,136,38,0.83,,0.22,C,,1G336821-002829,G336.822-00.283,,,Simbad,248.9998,-47.8202
2G3180641-0008318,2G3180641-0008318,318.0642,-0.0832,0.08,0.34,0.3,0.32,0.15,23,95,0.44,0.27,0.14,R,,1G318064-000850,G318.063-00.083,,S102,Simbad,223.6039,-59.293
2G3372869-0011177,2G3372869-0011177,337.287,-0.1118,0.12,0.34,0.27,0.31,0.09,176,89,0.61,0.18,0.2,R,,1G337287-001131,G337.285-00.113,,,Simbad,249.2757,-47.3599
2G0189760+0002778,2G0189760+0002778,18.9761,0.0278,1.44,3.31,2.79,3.06,0.7,38,110,0.54,0.16,0.39,R,,1G018980+000304,G018.978+00.030,4.0,,Simbad,276.3694,-12.3815
2G0288151+0019400,2G0288151+0019400,28.8151,0.194,0.16,0.42,0.3,0.37,0.09,29,80,0.7,0.13,0.35,R,,1G028816+001936,G028.816+00.191,,,Simbad,280.8068,-3.5746
2G3313438+0057067,2G3313438+0057067,331.3439,0.5707,0.33,1.1,0.89,1.0,0.31,19,81,0.59,0.27,0.14,R,,1G331343+005697,,,S60,Simbad,242.1134,-51.0968
