,MWP,GLON,GLAT,Disp,MajAxis,MinAxis,Reff,e_Reff,theta,e_theta,Ecc,HR2,HR3,RelFlag,HierFlag,IDDR1,IDA14,Dist,IDCW,Simbad,_RA.icrs,_DE.icrs
2G3054027+0005779,2G3054027+0005779,305.4028,0.0578,2.85,8.2,5.38,6.93,1.68,61,87,0.75,,0.2,C,,,G305.305+00.073,,S154,Simbad,198.255,-62.7104
2G0073391-0017572,2G0073391-0017572,7.3392,-0.1757,0.05,0.31,0.26,0.29,0.03,61,82,0.57,,0.33,C,,1G007339-001747,,,,Simbad,270.7051,-22.6962
2G3202036+0086847,2G3202036+0086847,320.2037,0.8685,0.21,0.34,0.24,0.3,0.1,19,69,0.71,0.23,0.09,R,,1G320205+008669,G320.205+00.867,,,Simbad,226.3395,-57.442
2G3307399-0044788,2G3307399-0044788,330.74,-0.4479,1.16,2.01,1.57,1.8,0.63,14,101,0.62,0.1,0.2,R,D,1G330741-004484,G330.738-00.449,,,Simbad,242.5069,-52.2555
2G3249282-0062348,2G3249282-0062348,324.9282,-0.6235,0.23,0.54,0.36,0.46,0.11,162,87,0.74,,0.23,C,,1G324929-006215,G324.931-00.621,,,Simbad,235.0568,-56.1108
2G0125036-0059605,2G0125036-0059605,12.5036,-0.5961,2.15,5.31,3.81,4.62,0.99,24,100,0.7,0.3,0.36,R,,1G012511-005904,G012.523-00.611,,N6,Simbad,273.7718,-18.3828
2G0187183-0023246,2G0187183-0023246,18.7184,-0.2325,0.09,0.24,0.2,0.22,0.05,112,87,0.55,,0.16,C,,,G018.720-00.233,,,Simbad,276.482,-12.7309
2G0246277+0009984,2G0246277+0009984,24.6277,0.0998,0.14,0.49,0.33,0.42,0.07,12,68,0.74,,0.32,C,,1G024628+001016,G024.631+00.101,,,Simbad,278.9624,-7.3393
2G2982067-0014366,2G2982067-0014366,298.2067,-0.1437,0.29,1.44,1.12,1.29,0.21,53,97,0.63,,0.26,C,,1G298214-001499,G298.205-00.142,,,Simbad,182.5352,-62.636
2G3025818+0011905,2G3025818+0011905,302.5819,0.1191,1.24,10.07,5.22,8.02,0.68,73,85,0.86,,0.15,C,,1G302635+000474,G302.631+00.030,4.6,,Simbad,192.095,-62.7506
2G0146449-0060644,2G0146449-0060644,14.645,-0.6064,0.44,1.15,0.84,1.01,0.24,30,45,0.68,0.13,0.22,R,,1G014642-006056,G014.640-00.605,,,Simbad,274.8468,-16.5031
2G0033193-0002967,2G0033193-0002967,3.3194,-0.0297,0.09,0.38,0.24,0.32,0.09,25,86,0.79,0.24,0.19,R,D,1G003320-000258,G003.318-00.030,,CN39,Simbad,268.3585,-26.1044
2G0490460-0024522,2G0490460-0024522,49.0461,-0.2452,0.83,1.72,1.33,1.54,0.41,168,114,0.63,0.09,0.11,C,,,G049.051-00.255,5.3,,Simbad,290.5873,14.1857
2G3314677-0026051,2G3314677-0026051,331.4677,-0.2605,0.3,0.88,0.67,0.78,0.16,72,80,0.64,,0.34,C,,1G331469-002568,G331.468-00.262,,,Simbad,243.1635,-51.6224
2G0338800+0005622,2G0338800+0005622,33.8801,0.0562,0.15,0.4,0.28,0.34,0.1,86,91,0.71,0.11,0.22,R,,1G033882+000569,G033.882+00.057,11.4,,Simbad,283.2418,0.8695
2G0342460+0010291,2G0342460+0010291,34.2461,0.1029,0.43,1.01,0.8,0.91,0.32,146,108,0.62,0.03,0.21,R,,1G034246+001023,G034.246+00.102,,,Simbad,283.3672,1.2165
2G0494200-0030193,2G0494200-0030193,49.4201,-0.3019,0.46,1.22,0.81,1.03,0.19,65,82,0.75,,0.15,C,,1G049420-003003,G049.423-00.303,,,Simbad,290.821,14.4886
2G0230612+0056500,2G0230612+0056500,23.0613,0.565,0.87,2.27,1.76,2.03,0.49,47,91,0.63,0.27,0.3,R,,1G023089+005617,,,N29,Simbad,277.8162,-8.5146
2G0241967+0024604,2G0241967+0024604,24.1967,0.246,0.14,0.33,0.22,0.28,0.08,12,68,0.72,0.17,0.12,R,,,G024.195+00.242,,,Simbad,278.6314,-7.6547
2G0393167-0028849,2G0393167-0028849,39.3168,-0.2885,0.25,0.97,0.84,0.91,0.17,150,77,0.5,0.09,0.13,R,,1G039319-002877,G039.322-00.294,,,Simbad,286.0381,5.5478
2G3276349+0085331,2G3276349+0085331,327.6349,0.8533,0.16,0.83,0.52,0.69,0.08,143,50,0.77,,0.15,C,,1G327636+008538,G327.637+00.850,,,Simbad,237.2092,-53.2891
2G3062682-0033312,2G3062682-0033312,306.2682,-0.3331,0.22,0.47,0.41,0.44,0.13,34,51,0.49,0.06,0.16,R,,1G306268-003326,G306.268-00.333,,,Simbad,200.2278,-63.0138
2G3350142-0016783,2G3350142-0016783,335.0143,-0.1678,0.14,0.28,0.2,0.24,0.06,49,49,0.67,,0.17,C,,1G335014-001670,G335.013-00.170,,,Simbad,247.0118,-49.0609
2G0325794-0007863,2G0325794-0007863,32.5795,-0.0786,0.32,0.43,0.32,0.38,0.21,178,81,0.65,0.07,0.17,R,,,G032.581-00.077,,,Simbad,282.7687,-0.3495
2G0081525+0024103,2G0081525+0024103,8.1525,0.241,0.23,1.2,1.0,1.1,0.21,12,135,0.56,0.15,0.25,R,,1G008152+002384,G008.137+00.232,,CN109,Simbad,270.7465,-21.7832
2G3409062+0016773,2G3409062+0016773,340.9063,0.1677,0.35,1.17,0.87,1.03,0.28,38,87,0.67,0.22,0.54,R,,1G340907+001700,G340.910+00.167,,,Simbad,252.3867,-44.4453
2G3503256-0000697,2G3503256-0000697,350.3256,-0.007,0.16,0.7,0.56,0.63,0.17,19,100,0.6,0.18,0.2,R,,1G350325-000092,G350.325-00.008,,CS107,Simbad,260.1139,-37.052
2G3560893-0007518,2G3560893-0007518,356.0893,-0.0752,0.14,0.51,0.35,0.44,0.08,72,94,0.71,,0.18,C,,1G356090-000756,G356.090-00.075,,,Simbad,264.0717,-32.2932
2G0104406+0001190,2G0104406+0001190,10.4406,0.0119,0.24,0.53,0.41,0.47,0.2,69,53,0.64,0.23,0.16,R,,1G010442+000157,G010.441+00.012,,,Simbad,272.1572,-19.8991
2G3202343-0010610,2G3202343-0010610,320.2344,-0.1061,0.5,2.0,1.27,1.67,0.38,65,83,0.77,0.21,0.62,R,,1G320234-000978,G320.236-00.099,,S94,Simbad,227.3003,-58.2723
2G3547695+0079165,2G3547695+0079165,354.7695,0.7916,0.25,0.51,0.27,0.41,0.07,87,68,0.86,,0.15,C,,,,,,Simbad,262.3547,-32.9267
2G0526068+0035989,2G0526068+0035989,52.6068,0.3599,0.48,0.85,0.67,0.76,0.15,49,120,0.61,0.13,0.22,R,,1G052605+003633,G052.606+00.357,,,Simbad,291.7879,17.6079
2G3082440-0099001,2G3082440-0099001,308.2441,-0.99,0.12,0.28,0.2,0.24,0.06,7,48,0.68,0.2,0.11,R,,,G308.248-00.991,,,Simbad,204.7776,-63.369
2G3347797-0002302,2G3347797-0002302,334.7798,-0.023,0.55,1.06,0.84,0.96,0.52,80,152,0.62,0.09,0.24,R,,1G334779-000253,G334.774-00.023,,,Simbad,246.6039,-49.129
2G0083087-0008401,2G0083087-0008401,8.3088,-0.084,0.26,1.49,1.37,1.43,0.3,22,90,0.39,0.22,0.31,R,,1G008307-000882,G008.306-00.084,,CN111,Simbad,271.1341,-21.8069
2G0341301+0047370,2G0341301+0047370,34.1301,0.4737,0.05,0.32,0.22,0.27,0.03,91,73,0.7,,0.24,C,,1G034132+004724,G034.133+00.471,11.7,,Simbad,282.9842,1.2824
2G3419661+0022619,2G3419661+0022619,341.9661,0.2262,0.33,0.41,0.32,0.37,0.21,21,115,0.63,0.12,0.18,R,,1G341966+002271,G341.968+00.224,15.3,,Simbad,253.2635,-43.5914
2G0151785+0004555,2G0151785+0004555,15.1785,0.0456,0.39,0.5,0.35,0.43,0.16,173,108,0.71,0.16,0.1,R,,1G015177+000470,G015.176+00.044,,,Simbad,274.5117,-15.7246
2G3481329+0027165,2G3481329+0027165,348.1329,0.2717,0.15,0.63,0.48,0.56,0.09,66,62,0.65,,0.19,C,,1G348133+002704,G348.130+00.270,,,Simbad,258.2165,-38.6775
2G0164431-0019483,2G0164431-0019483,16.4432,-0.1948,0.07,0.3,0.24,0.27,0.03,33,77,0.62,,0.13,C,,1G016444-001945,G016.444-00.195,,,Simbad,275.3503,-14.7233
2G3390065+0043629,2G3390065+0043629,339.0065,0.4363,0.17,0.33,0.27,0.3,0.1,170,80,0.58,0.22,0.09,R,,1G339008+004365,G339.009+00.437,,,Simbad,250.3459,-45.7122
2G3092849-0039864,2G3092849-0039864,309.285,-0.3986,2.76,7.41,6.18,6.82,1.0,33,105,0.55,0.1,0.1,C,,1G309256-004094,G309.297-00.409,,,Simbad,206.7638,-62.5823
2G0471767+0031639,2G0471767+0031639,47.1768,0.3164,0.76,1.69,1.24,1.48,0.57,15,83,0.68,0.25,0.2,R,,1G047180+003195,G047.181+00.320,,,Simbad,289.1759,12.7978
2G3523365-0045126,2G3523365-0045126,352.3366,-0.4513,0.11,0.38,0.32,0.35,0.14,28,73,0.55,0.07,0.23,R,,,G352.337-00.451,,,Simbad,261.9762,-35.6407
2G3510319+0015401,2G3510319+0015401,351.032,0.154,0.09,0.87,0.58,0.74,0.07,87,58,0.75,,0.35,C,,1G351029+001544,G351.025+00.156,,CS93,Simbad,260.451,-36.3797
2G3281912-0057247,2G3281912-0057247,328.1913,-0.5725,0.07,0.75,0.54,0.65,0.06,98,69,0.69,,0.23,C,,,G328.193-00.569,,,Simbad,239.4619,-54.0381
2G0209981+0007960,2G0209981+0007960,20.9981,0.0796,0.1,0.51,0.4,0.46,0.07,126,140,0.62,0.06,0.24,R,,1G020998+000789,,,,Simbad,277.283,-10.5678
2G3471335+0027741,2G3471335+0027741,347.1336,0.2774,0.1,0.42,0.31,0.37,0.06,62,55,0.66,,0.13,C,,,G347.130+00.277,,,Simbad,257.4494,-39.48
2G2972460-0075429,2G2972460-0075429,297.2461,-0.7543,0.29,0.58,0.5,0.54,0.19,21,90,0.51,0.07,0.14,R,D,1G297252-007547,G297.248-00.754,,,Simbad,180.2262,-63.0668
2G3303663+0015330,2G3303663+0015330,330.3663,0.1533,0.56,1.3,0.78,1.07,0.42,169,136,0.8,0.09,0.28,R,,1G330378+001446,G330.359+00.152,,,Simbad,241.397,-52.062
2G3563099-0019841,2G3563099-0019841,356.31,-0.1984,0.12,0.45,0.36,0.41,0.13,86,117,0.59,0.33,0.45,R,,1G356310-001978,,,CS32,Simbad,264.3348,-32.1733
2G0263084+0007104,2G0263084+0007104,26.3085,0.0711,0.47,0.91,0.7,0.81,0.33,36,91,0.63,0.06,0.13,R,,1G026308+000701,G026.306+00.073,,,Simbad,279.7651,-5.8594
2G0531555+0020521,2G0531555+0020521,53.1556,0.2052,0.12,0.35,0.2,0.29,0.08,128,132,0.82,0.05,0.2,R,,,G053.155+00.204,,,Simbad,292.2058,18.0163
2G0586355-0003363,2G0586355-0003363,58.6356,-0.0336,0.11,0.41,0.31,0.36,0.08,1,71,0.65,,0.24,C,,1G058633-000307,G058.634-00.033,,,Simbad,295.2705,22.6894
2G0245337+0030831,2G0245337+0030831,24.5338,0.3083,0.48,0.9,0.65,0.79,0.25,67,69,0.69,0.11,0.13,R,,1G024537+003087,G024.536+00.308,,,Simbad,278.7322,-7.3268
2G3286890+0048335,2G3286890+0048335,328.689,0.4834,0.19,0.86,0.72,0.79,0.13,67,72,0.55,0.16,0.28,R,,1G328688+004842,G328.688+00.486,,,Simbad,238.9591,-52.9098
2G0494401-0003503,2G0494401-0003503,49.4401,-0.035,0.11,0.27,0.2,0.24,0.11,98,100,0.66,0.12,0.11,C,,,G049.439-00.034,,,Simbad,290.5877,14.6322
2G0271877-0015386,2G0271877-0015386,27.1877,-0.1539,0.12,0.54,0.33,0.45,0.07,86,42,0.79,,0.21,C,,1G027189-001520,G027.185-00.156,,,Simbad,280.3706,-5.1809
2G3415957+0006599,2G3415957+0006599,341.5958,0.066,0.15,0.42,0.24,0.34,0.16,9,71,0.82,0.13,0.23,R,,1G341596+000657,G341.598+00.068,,,Simbad,253.1099,-43.9793
2G3311800-0053982,2G3311800-0053982,331.18,-0.5398,0.14,0.43,0.34,0.39,0.09,53,127,0.63,0.09,0.12,C,,1G331180-005407,G331.182-00.541,,,Simbad,243.1336,-52.023
2G3276404-0044193,2G3276404-0044193,327.6404,-0.4419,0.33,0.62,0.5,0.56,0.21,6,97,0.6,0.13,0.3,R,,1G327639-004401,G327.637-00.442,,,Simbad,238.5973,-54.2917
2G3029654-0054148,2G3029654-0054148,302.9654,-0.5415,0.09,0.53,0.46,0.49,0.08,74,59,0.48,,0.26,C,,1G302967-005407,G302.964-00.540,,,Simbad,192.9343,-63.4132
2G0286854+0004585,2G0286854+0004585,28.6855,0.0459,0.26,1.05,0.83,0.95,0.22,92,110,0.6,0.18,0.34,R,,1G028687+000480,G028.679+00.044,7.5,,Simbad,280.8795,-3.7576
2G0243233-0039849,2G0243233-0039849,24.3233,-0.3985,0.2,0.46,0.31,0.39,0.1,50,59,0.73,,0.26,C,,1G024323-004001,G024.324-00.402,,,Simbad,279.2677,-7.8387
2G0095716-0088527,2G0095716-0088527,9.5716,-0.8853,0.03,0.37,0.27,0.32,0.17,36,43,0.67,,0.25,C,,,G009.571-00.888,,,Simbad,272.5464,-21.0937
2G3370447+0000069,2G3370447+0000069,337.0447,0.0007,0.09,0.3,0.2,0.25,0.09,44,69,0.75,0.12,0.12,C,,,G337.046-00.001,,,Simbad,248.9118,-47.4635
2G0035672+0005046,2G0035672+0005046,3.5672,0.0505,0.12,0.44,0.37,0.4,0.07,9,100,0.53,,0.19,C,,1G003567+000524,G003.570+00.050,,,Simbad,268.4215,-25.8501
2G0104720+0001911,2G0104720+0001911,10.472,0.0191,0.06,0.21,0.19,0.2,0.06,9,66,0.47,0.19,0.26,R,,1G010473+000216,G010.472+00.017,,CN151,Simbad,272.1667,-19.8681
2G0059812+0000136,2G0059812+0000136,5.9813,0.0014,0.1,0.42,0.26,0.35,0.09,29,65,0.79,,0.34,C,,1G005982+000043,G005.981-00.002,,,Simbad,269.8053,-23.7879
2G0050358+0013818,2G0050358+0013818,5.0358,0.1382,0.09,0.51,0.3,0.42,0.07,40,79,0.8,,0.17,C,,1G005036+001386,G005.035+00.140,,,Simbad,269.157,-24.5381
2G0257255-0002668,2G0257255-0002668,25.7255,-0.0267,0.05,0.17,0.12,0.15,0.03,4,73,0.74,0.09,0.36,R,,,G025.726-00.028,,,Simbad,279.5836,-6.4223
2G0340470+0014008,2G0340470+0014008,34.047,0.1401,0.04,0.35,0.23,0.3,0.04,52,68,0.75,,0.23,C,,1G034046+001394,G034.046+00.140,,,Simbad,283.2433,1.0563
2G0083671-0033840,2G0083671-0033840,8.3671,-0.3384,1.15,4.76,4.14,4.46,0.64,7,101,0.49,0.03,0.08,C,P,,G008.397-00.392,,CN114 CN113,Simbad,271.4038,-21.8807
2G3153142-0026838,2G3153142-0026838,315.3142,-0.2684,0.36,1.62,1.14,1.4,0.2,27,56,0.71,,0.3,C,,1G315314-002691,G315.312-00.272,13.6,,Simbad,218.7799,-60.6232
2G3033180-0075382,2G3033180-0075382,303.318,-0.7538,0.09,0.3,0.16,0.24,0.05,71,131,0.84,,0.18,C,,,G303.320-00.755,,,Simbad,193.7284,-63.6229
2G0249501-0005113,2G0249501-0005113,24.9501,-0.0511,0.25,0.67,0.55,0.61,0.19,172,83,0.58,0.2,0.22,R,,1G024952-000498,G024.951-00.050,,,Simbad,279.2469,-7.1224
2G3028165-0084144,2G3028165-0084144,302.8165,-0.8415,0.09,0.7,0.56,0.63,0.06,42,95,0.59,,0.22,C,,1G302819-008411,G302.816-00.844,,,Simbad,192.5989,-63.713
2G0253802-0034130,2G0253802-0034130,25.3803,-0.3413,0.43,2.81,1.57,2.27,0.2,29,7,0.83,,0.15,C,,,G025.386-00.347,11.2,N40,Simbad,279.7056,-6.8734
2G3434186-0014596,2G3434186-0014596,343.4186,-0.146,0.06,0.29,0.2,0.25,0.08,22,30,0.73,,0.33,C,,,G343.419-00.145,,,Simbad,254.907,-42.6912
2G3194791-0038165,2G3194791-0038165,319.4792,-0.3817,0.44,0.85,0.6,0.74,0.22,43,134,0.7,,0.14,C,,,G319.483-00.380,,,Simbad,226.306,-58.8868
2G3460394+0004871,2G3460394+0004871,346.0395,0.0487,0.04,0.14,0.12,0.13,0.05,58,92,0.44,0.17,0.19,R,,,G346.039+00.048,,,Simbad,256.8354,-40.4939
2G3307812-0039787,2G3307812-0039787,330.7813,-0.3979,0.92,5.23,3.74,4.55,0.81,79,135,0.7,0.11,0.23,R,P,1G330790-003938,G330.775-00.398,,S66 S65,Simbad,242.5011,-52.1908
2G0282919+0001077,2G0282919+0001077,28.292,0.0108,0.04,0.18,0.13,0.16,0.03,65,60,0.67,,0.16,C,,,G028.291+00.011,,,Simbad,280.7305,-4.1236
2G0223828+0034221,2G0223828+0034221,22.3829,0.3422,0.11,0.48,0.39,0.44,0.08,65,68,0.56,,0.19,C,,,,,,Simbad,277.6984,-9.2191
2G3556622+0037925,2G3556622+0037925,355.6623,0.3792,0.2,0.46,0.42,0.44,0.28,57,59,0.43,0.4,0.13,R,,1G355662+003775,G355.663+00.377,,,Simbad,263.3458,-32.4061
2G0076444-0009321,2G0076444-0009321,7.6444,-0.0932,0.55,2.14,1.28,1.77,0.27,70,81,0.8,0.18,0.22,R,,1G007642-000884,G007.638-00.101,,,Simbad,270.7902,-22.39
2G0311578-0014537,2G0311578-0014537,31.1579,-0.1454,0.21,0.82,0.68,0.76,0.17,53,75,0.56,0.25,0.36,R,D,1G031159-001445,G031.156-00.148,,N53,Simbad,282.1798,-1.6451
2G3244770-0022567,2G3244770-0022567,324.4771,-0.2257,0.22,0.24,0.17,0.21,0.13,27,127,0.7,0.09,0.13,R,,,G324.480-00.226,,,Simbad,233.9832,-56.0569
2G3516162+0015340,2G3516162+0015340,351.6162,0.1534,1.43,2.21,1.81,2.02,0.81,52,102,0.57,0.06,0.2,R,,1G351622+001442,G351.620+00.143,,CS81 CS82,Simbad,260.8615,-35.8987
2G0175653+0016383,2G0175653+0016383,17.5653,0.1638,0.05,0.32,0.28,0.3,0.04,37,55,0.49,,0.16,C,,,G017.564+00.165,,,Simbad,275.568,-13.5643
2G0351218-0075182,2G0351218-0075182,35.1219,-0.7518,0.65,2.38,2.07,2.23,0.51,73,119,0.5,0.04,0.05,C,,,G035.126-00.755,2.3,,Simbad,284.5277,1.6058
2G3136029-0051286,2G3136029-0051286,313.603,-0.5129,0.16,0.67,0.61,0.64,0.14,41,116,0.41,0.25,0.36,R,,1G313603-005130,G313.602-00.512,,,Simbad,215.6768,-61.4792
2G3499054+0016132,2G3499054+0016132,349.9055,0.1613,0.12,0.47,0.3,0.39,0.06,17,76,0.77,,0.2,C,,1G349905+001614,G349.905+00.162,,,Simbad,259.6386,-37.2997
2G0446641+0012010,2G0446641+0012010,44.6641,0.1201,0.09,0.5,0.36,0.44,0.06,161,90,0.7,,0.35,C,,1G044666+001225,G044.667+00.122,,,Simbad,288.1609,10.4818
2G3407962-0099393,2G3407962-0099393,340.7962,-0.9939,0.15,1.16,0.82,1.0,0.14,10,81,0.7,0.1,0.22,R,,,,,,Simbad,253.5524,-45.2691
2G0284969-0024829,2G0284969-0024829,28.4969,-0.2483,0.11,0.27,0.21,0.24,0.08,15,120,0.6,0.15,0.22,R,,,G028.497-00.249,,,Simbad,281.0554,-4.0598
2G3400407-0014671,2G3400407-0014671,340.0408,-0.1467,0.24,2.14,1.16,1.72,0.24,56,71,0.84,0.23,0.38,R,,1G340048-001442,G340.059-00.138,,S27,Simbad,251.9401,-45.31
2G3491134-0083074,2G3491134-0083074,349.1135,-0.8307,0.13,0.51,0.33,0.43,0.12,24,67,0.77,0.09,0.18,R,,1G349114-008306,G349.115-00.830,,,Simbad,260.0932,-38.5174
2G0569756-0023644,2G0569756-0023644,56.9757,-0.2364,0.09,0.36,0.27,0.32,0.08,39,72,0.66,0.12,0.31,R,,1G056976-002384,G056.977-00.241,,,Simbad,294.5796,21.1449
2G0247164-0012681,2G0247164-0012681,24.7165,-0.1268,0.2,0.47,0.39,0.43,0.11,47,108,0.57,0.1,0.27,R,,1G024718-001264,G024.713-00.125,7.7,,Simbad,279.2065,-7.3647
2G3073995-0095325,2G3073995-0095325,307.3996,-0.9533,0.05,0.17,0.15,0.16,0.03,19,69,0.52,,0.33,C,,,G307.400-00.954,,,Simbad,202.9037,-63.476
2G3310662+0037425,2G3310662+0037425,331.0663,0.3743,0.66,0.62,0.54,0.58,0.29,30,91,0.49,0.04,0.18,R,,1G331066+003764,G331.066+00.377,,,Simbad,241.9971,-51.4289
2G3333488-0012473,2G3333488-0012473,333.3489,-0.1247,0.36,0.49,0.36,0.43,0.17,68,80,0.68,0.08,0.18,R,,1G333349-001299,,,,Simbad,245.1608,-50.2179
2G0072301-0021507,2G0072301-0021507,7.2301,-0.2151,0.33,2.01,1.58,1.81,0.27,52,69,0.62,,0.15,C,,1G007225-002119,G007.220-00.212,,CN95,Simbad,270.684,-22.8106
2G3560880+0028927,2G3560880+0028927,356.0881,0.2893,0.07,0.36,0.23,0.3,0.04,78,36,0.77,,0.14,C,,,G356.090+00.291,,,Simbad,263.7084,-32.0974
2G3366881-0008607,2G3366881-0008607,336.6882,-0.0861,0.05,0.24,0.19,0.22,0.03,150,47,0.64,,0.24,C,,,G336.689-00.085,,,Simbad,248.6493,-47.785
2G0544824+0092419,2G0544824+0092419,54.4825,0.9242,0.6,2.2,1.43,1.86,0.52,41,68,0.76,0.14,0.25,R,,1G054480+009282,G054.490+00.930,7.3,,Simbad,292.2091,19.5254
2G3086330-0029387,2G3086330-0029387,308.633,-0.2939,0.21,0.55,0.43,0.49,0.21,157,102,0.63,0.13,0.16,R,,1G308633-002936,G308.631-00.297,,,Simbad,205.3305,-62.6122
2G3325512+0025663,2G3325512+0025663,332.5513,0.2566,0.11,0.77,0.56,0.68,0.11,68,84,0.69,0.18,0.43,R,,1G332551+002544,G332.551+00.257,,,Simbad,243.8482,-50.5015
2G3053914-0091050,2G3053914-0091050,305.3914,-0.9105,0.41,1.05,0.68,0.88,0.34,56,84,0.76,0.14,0.3,R,,1G305390-009081,G305.391-00.908,,,Simbad,198.4121,-63.6761
2G3182567+0012274,2G3182567+0012274,318.2568,0.1227,0.14,1.72,1.07,1.43,0.35,79,48,0.78,,0.13,C,,1G318263+001243,,,,Simbad,223.7551,-59.0219
2G0296114-0060249,2G0296114-0060249,29.6115,-0.6025,0.23,0.66,0.48,0.57,0.19,52,86,0.69,0.16,0.21,R,,1G029613-006009,G029.615-00.599,,,Simbad,281.881,-3.2298
2G3141210+0010285,2G3141210+0010285,314.1211,0.1029,0.34,0.61,0.45,0.53,0.2,54,72,0.69,0.11,0.18,R,,1G314123+001045,G314.123+00.101,,,Simbad,216.2365,-60.7212
2G0128238+0054025,2G0128238+0054025,12.8238,0.5403,0.31,1.01,0.66,0.85,0.35,168,115,0.75,0.1,0.15,R,,1G012824+005433,G012.825+00.542,,,Simbad,272.8845,-17.5572
2G3437183-0021784,2G3437183-0021784,343.7183,-0.2178,0.42,1.14,0.92,1.03,0.53,169,101,0.59,0.13,0.14,R,,1G343721-002178,G343.712-00.210,,,Simbad,255.2347,-42.4995
2G0455711-0002686,2G0455711-0002686,45.5711,-0.0269,0.6,1.1,0.95,1.03,0.3,121,141,0.5,0.12,0.16,R,,1G045574-000218,G045.575-00.024,,,Simbad,288.7221,11.217
2G0144807-0010828,2G0144807-0010828,14.4807,-0.1083,0.08,0.28,0.22,0.25,0.11,16,73,0.58,,0.14,C,,,G014.480-00.110,,,Simbad,274.3083,-16.4119
2G0190493-0058361,2G0190493-0058361,19.0493,-0.5836,1.08,1.02,0.76,0.9,0.42,19,74,0.67,0.08,0.23,R,,1G019047-005852,G019.045-00.588,4.7,,Simbad,276.9584,-12.6017
2G3325165+0047036,2G3325165+0047036,332.5166,0.4704,0.23,0.93,0.84,0.89,0.19,40,69,0.43,,0.17,C,,1G332515+004760,,,,Simbad,243.5771,-50.3708
2G3491269+0001186,2G3491269+0001186,349.1269,0.0119,0.42,0.59,0.46,0.53,0.22,12,101,0.63,0.17,0.26,R,,1G349130+000142,G349.126+00.010,,,Simbad,259.225,-38.0218
2G0281355+0033487,2G0281355+0033487,28.1355,0.3349,0.46,0.77,0.59,0.69,0.22,56,72,0.64,0.11,0.11,C,P,1G028134+003336,G028.128+00.338,,,Simbad,280.3697,-4.1145
2G3108644-0054010,2G3108644-0054010,310.8644,-0.5401,0.14,0.46,0.38,0.42,0.07,171,105,0.57,0.09,0.3,R,,1G310864-005395,G310.865-00.539,,,Simbad,210.1542,-62.3416
2G0080088-0017020,2G0080088-0017020,8.0089,-0.1702,0.15,0.96,0.74,0.85,0.09,32,54,0.64,,0.12,C,,1G008008-001682,G008.006-00.169,,,Simbad,271.0563,-22.1105
2G0236028-0020103,2G0236028-0020103,23.6029,-0.201,0.12,0.52,0.39,0.46,0.06,10,58,0.66,,0.15,C,,,G023.601-00.203,,,Simbad,278.7559,-8.3876
2G3397766+0002265,2G3397766+0002265,339.7767,0.0227,0.06,0.18,0.16,0.17,0.06,38,150,0.54,0.5,0.29,R,,1G339777+000226,G339.777+00.022,,,Simbad,251.513,-45.4014
2G3453766-0090316,2G3453766-0090316,345.3767,-0.9032,0.08,0.22,0.18,0.2,0.05,135,123,0.62,0.16,0.2,R,,,G345.377-00.904,,,Simbad,257.3213,-41.5944
2G0108811+0008719,2G0108811+0008719,10.8811,0.0872,0.33,1.63,1.32,1.48,0.26,58,136,0.58,0.11,0.31,R,,1G010879+000922,G010.877+00.084,,,Simbad,272.3139,-19.4773
2G0110872-0037774,2G0110872-0037774,11.0873,-0.3777,0.85,1.66,1.42,1.54,0.41,18,115,0.52,0.14,0.34,R,,1G011089-003769,G011.080-00.378,,,Simbad,272.8514,-19.5212
2G2974096-0063761,2G2974096-0063761,297.4097,-0.6376,0.69,1.24,0.94,1.1,0.5,152,104,0.65,0.14,0.19,R,,1G297414-006371,,,,Simbad,180.6295,-62.9836
2G0431871-0006303,2G0431871-0006303,43.1872,-0.063,0.11,0.54,0.42,0.48,0.04,13,58,0.63,,0.16,C,,1G043188-000611,G043.188-00.067,,,Simbad,287.6322,9.0877
2G0302461+0005537,2G0302461+0005537,30.2462,0.0554,0.06,0.29,0.26,0.27,0.04,37,89,0.42,0.2,0.17,R,,1G030250+000547,,,,Simbad,281.5848,-2.3648
2G3347234-0009516,2G3347234-0009516,334.7235,-0.0952,0.07,0.2,0.16,0.18,0.03,167,31,0.61,,0.18,C,,,G334.723-00.098,,,Simbad,246.6232,-49.2197
2G3004694-0010424,2G3004694-0010424,300.4694,-0.1042,0.29,0.88,0.58,0.74,0.15,32,105,0.75,0.13,0.12,R,,1G300469-001071,G300.470-00.103,,,Simbad,187.4525,-62.8725
2G3076081-0059352,2G3076081-0059352,307.6082,-0.5935,0.35,0.82,0.55,0.7,0.38,114,146,0.75,0.07,0.2,R,,1G307608-005930,G307.610-00.593,,,Simbad,203.2356,-63.0878
2G3299747-0000262,2G3299747-0000262,329.9747,-0.0026,0.13,1.05,0.81,0.94,0.12,49,83,0.64,0.17,0.45,R,,1G329975-000051,G329.976-00.002,,S68,Simbad,241.0889,-52.4389
2G3109058-0036197,2G3109058-0036197,310.9058,-0.362,0.23,1.05,0.8,0.94,0.16,29,63,0.65,0.06,0.13,R,,1G310906-003659,G310.901-00.373,13.8,S138,Simbad,210.1388,-62.1589
2G3134593-0013236,2G3134593-0013236,313.4593,-0.1324,0.13,0.5,0.36,0.44,0.07,10,34,0.69,,0.23,C,,1G313458-001336,,,,Simbad,215.1248,-61.1705
