,MWP,GLON,GLAT,Disp,MajAxis,MinAxis,Reff,e_Reff,theta,e_theta,Ecc,HR2,HR3,RelFlag,HierFlag,IDDR1,IDA14,Dist,IDCW,Simbad,_RA.icrs,_DE.icrs
2G3396149-0089778,2G3396149-0089778,339.6149,-0.8978,0.56,2.33,1.48,1.96,0.31,89,112,0.77,,0.21,C,,1G339609-008947,G339.607-00.887,,,Simbad,252.3707,-46.1194
2G0321574-0026969,2G0321574-0026969,32.1575,-0.2697,0.07,0.31,0.2,0.26,0.03,27,41,0.77,,0.18,C,,,,,,Simbad,282.7464,-0.8122
2G3552379+0009409,2G3552379+0009409,355.238,0.0941,0.9,5.1,3.18,4.25,0.61,102,93,0.78,,0.45,C,,1G355224+000886,G355.244+00.109,,,Simbad,263.3556,-32.9173
2G0073462-0024645,2G0073462-0024645,7.3463,-0.2465,0.07,0.42,0.36,0.39,0.13,29,67,0.5,,0.24,C,,1G007347-002459,G007.345-00.247,,,Simbad,270.7757,-22.725
2G0126854-0024884,2G0126854-0024884,12.6855,-0.2488,0.18,1.39,0.87,1.16,0.16,141,62,0.78,,0.21,C,,1G012696-002476,G012.692-00.251,,,Simbad,273.542,-18.0571
2G3316174+0051950,2G3316174+0051950,331.6174,0.5195,0.08,0.24,0.23,0.23,0.06,175,38,0.34,,0.28,C,,1G331620+005203,G331.620+00.518,,,Simbad,242.4888,-50.9495
2G3288161-0000321,2G3288161-0000321,328.8162,-0.0032,0.21,0.61,0.52,0.57,0.17,11,78,0.54,0.14,0.12,R,,1G328817-000040,G328.819-00.004,,,Simbad,239.643,-53.1997
2G0227568-0024571,2G0227568-0024571,22.7569,-0.2457,0.11,0.81,0.73,0.77,0.06,6,53,0.44,,0.19,C,,1G022757-002449,G022.757-00.246,,,Simbad,278.4016,-9.159
2G0531370+0014054,2G0531370+0014054,53.137,0.1405,0.34,1.51,0.84,1.22,0.17,21,34,0.83,,0.16,C,,,G053.134+00.123,,,Simbad,292.2562,17.969
2G0106383-0043298,2G0106383-0043298,10.6384,-0.433,0.08,0.33,0.25,0.29,0.03,51,84,0.62,,0.23,C,,1G010638-004340,G010.638-00.434,,,Simbad,272.6731,-19.9411
2G0286118+0001218,2G0286118+0001218,28.6118,0.0122,0.32,0.35,0.25,0.31,0.09,151,85,0.7,0.07,0.18,R,,1G028611+000144,G028.610+00.015,5.8,,Simbad,280.8757,-3.8385
2G0171253+0014397,2G0171253+0014397,17.1254,0.144,0.05,0.2,0.19,0.19,0.07,173,51,0.36,0.2,0.16,R,,,G017.125+00.144,,,Simbad,275.3731,-13.9619
2G3011369-0022482,2G3011369-0022482,301.1369,-0.2248,0.18,0.83,0.54,0.7,0.2,63,95,0.76,0.1,0.17,R,,1G301136-002263,G301.138-00.227,4.4,,Simbad,188.8975,-63.0413
2G0502905-0039033,2G0502905-0039033,50.2905,-0.3903,0.11,0.37,0.32,0.34,0.08,6,69,0.51,0.44,0.19,R,,1G050287-003912,G050.287-00.392,10.2,,Simbad,291.3279,15.2135
2G0282373+0002034,2G0282373+0002034,28.2374,0.0203,0.44,0.59,0.43,0.51,0.09,42,64,0.68,,0.16,C,,,,,,Simbad,280.697,-4.1678
2G0320915-0050235,2G0320915-0050235,32.0916,-0.5024,0.13,0.48,0.39,0.44,0.11,46,42,0.58,0.24,0.23,R,,,G032.092-00.504,,,Simbad,282.9235,-0.9769
2G0128931-0023148,2G0128931-0023148,12.8932,-0.2315,0.43,1.81,1.48,1.66,0.35,25,137,0.58,0.05,0.12,C,,1G012892-002286,G012.884-00.237,,,Simbad,273.6304,-17.8664
2G0085930+0038122,2G0085930+0038122,8.593,0.3812,0.28,0.97,0.65,0.83,0.28,153,79,0.75,,0.12,C,,,G008.597+00.383,,,Simbad,270.8485,-21.3308
2G3322862-0042798,2G3322862-0042798,332.2862,-0.428,0.06,0.43,0.27,0.36,0.06,78,57,0.78,,0.16,C,,1G332285-004264,,,,Simbad,244.298,-51.1785
2G3129507+0026127,2G3129507+0026127,312.9507,0.2613,0.17,0.58,0.41,0.5,0.1,90,120,0.71,0.13,0.3,R,,1G312949+002628,G312.950+00.261,,,Simbad,213.8646,-60.9655
2G0571125-0019915,2G0571125-0019915,57.1126,-0.1992,0.32,0.97,0.86,0.92,0.34,176,129,0.47,0.3,0.37,R,,1G057114-001993,G057.113-00.197,,,Simbad,294.6168,21.2824
2G3505857-0007436,2G3505857-0007436,350.5857,-0.0744,0.94,1.95,1.62,1.79,0.47,162,102,0.55,0.08,0.47,R,,1G350585-000744,G350.582-00.074,,CS101,Simbad,260.3688,-36.8767
2G0309930-0007701,2G0309930-0007701,30.993,-0.077,0.19,0.56,0.35,0.47,0.23,20,69,0.77,0.09,0.07,C,,1G030993-000734,G030.992-00.077,5.1,,Simbad,282.0437,-1.7607
2G3567788-0007125,2G3567788-0007125,356.7789,-0.0713,0.11,0.28,0.21,0.25,0.07,7,53,0.65,,0.14,C,,,G356.777-00.071,,,Simbad,264.5045,-31.7093
2G3095189-0075288,2G3095189-0075288,309.519,-0.7529,0.1,0.33,0.3,0.32,0.07,12,92,0.44,0.15,0.08,R,,,G309.517-00.756,,,Simbad,207.4314,-62.8768
2G3391587+0001338,2G3391587+0001338,339.1588,0.0134,0.24,0.38,0.24,0.32,0.12,36,92,0.77,0.09,0.16,R,,,G339.158+00.009,,,Simbad,250.9464,-45.8758
2G3350121-0014494,2G3350121-0014494,335.0122,-0.1449,0.09,0.52,0.44,0.48,0.06,34,55,0.55,,0.27,C,,1G335012-001467,G335.006-00.143,,,Simbad,246.9843,-49.0465
2G3319104-0003323,2G3319104-0003323,331.9104,-0.0332,0.29,1.18,0.72,0.98,0.19,38,89,0.79,,0.15,C,,1G331910-000354,G331.911-00.034,,,Simbad,243.4297,-51.1533
2G0051889-0035288,2G0051889-0035288,5.189,-0.3529,0.08,0.45,0.37,0.41,0.06,30,58,0.57,,0.16,C,,1G005189-003526,G005.189-00.354,,,Simbad,269.7089,-24.6513
2G3401096-0034543,2G3401096-0034543,340.1096,-0.3454,0.57,2.44,1.54,2.04,0.27,176,90,0.78,,0.16,C,,1G340114-003483,G340.106-00.354,,,Simbad,252.2194,-45.3854
2G3207807+0026626,2G3207807+0026626,320.7807,0.2663,0.31,0.84,0.65,0.75,0.17,25,86,0.63,0.12,0.19,R,,1G320783+002644,G320.782+00.258,,,Simbad,227.8326,-57.6744
2G0469471+0037013,2G0469471+0037013,46.9471,0.3701,0.09,0.38,0.3,0.34,0.07,26,76,0.61,0.11,0.23,R,,1G046948+003704,G046.948+00.371,16.2,N96,Simbad,289.0174,12.6196
2G3165451-0000145,2G3165451-0000145,316.5452,-0.0015,0.38,1.32,0.94,1.14,0.26,22,66,0.7,,0.2,C,,1G316545+000060,G316.548-00.003,,S113,Simbad,220.8333,-59.8824
2G0085753-0068868,2G0085753-0068868,8.5753,-0.6887,0.58,1.4,1.07,1.25,0.45,42,96,0.65,0.33,0.23,R,,1G008579-006834,G008.570-00.690,,CN118,Simbad,271.8427,-21.8698
2G3456297-0023193,2G3456297-0023193,345.6298,-0.2319,0.18,0.5,0.42,0.46,0.11,51,60,0.54,0.11,0.15,R,,1G345630-002320,G345.631-00.234,,,Simbad,256.8069,-40.99
2G0085321-0031274,2G0085321-0031274,8.5322,-0.3127,0.24,1.25,1.08,1.17,0.17,43,50,0.51,,0.15,C,,1G008534-003126,G008.537-00.313,,,Simbad,271.4665,-21.7241
2G0427645-0004639,2G0427645-0004639,42.7645,-0.0464,0.1,0.26,0.18,0.22,0.11,7,50,0.72,0.13,0.15,R,,,G042.764-00.046,,,Simbad,287.4198,8.7205
2G3368787+0015289,2G3368787+0015289,336.8788,0.1529,0.11,0.77,0.66,0.72,0.08,37,77,0.52,,0.32,C,,1G336878+001482,,,,Simbad,248.5799,-47.4829
2G3373099-0014042,2G3373099-0014042,337.31,-0.1404,0.17,0.78,0.6,0.7,0.1,48,52,0.64,,0.34,C,,1G337309-001393,G337.304-00.142,,,Simbad,249.3298,-47.3621
2G3057772-0025385,2G3057772-0025385,305.7773,-0.2539,0.09,0.22,0.17,0.2,0.05,49,43,0.62,0.05,0.16,R,,1G305778-002529,G305.777-00.254,,,Simbad,199.1341,-62.9869
2G3125722+0040359,2G3125722+0040359,312.5722,0.4036,0.34,1.63,1.36,1.5,0.21,5,84,0.55,,0.21,C,,1G312581+004121,G312.571+00.405,,,Simbad,213.0324,-60.9488
2G3137488+0012080,2G3137488+0012080,313.7489,0.1208,0.49,0.83,0.53,0.69,0.27,167,61,0.77,,0.18,C,,1G313750+001191,G313.754+00.115,,,Simbad,215.509,-60.834
2G3489861+0016805,2G3489861+0016805,348.9861,0.1681,0.16,0.77,0.65,0.71,0.2,58,60,0.53,,0.19,C,,1G348986+001678,G348.987+00.168,,,Simbad,258.9598,-38.0458
2G3530527-0001376,2G3530527-0001376,353.0527,-0.0138,0.09,0.38,0.31,0.34,0.08,21,65,0.59,0.32,0.31,R,,1G353053-000155,G353.052-00.015,,CS64,Simbad,262.0176,-34.8022
2G0128920-0019349,2G0128920-0019349,12.892,-0.1935,0.08,0.4,0.26,0.34,0.06,97,87,0.75,,0.15,C,,1G012893-001932,G012.891-00.195,,,Simbad,273.5947,-17.8493
2G0208564+0017343,2G0208564+0017343,20.8565,0.1734,0.04,0.29,0.16,0.23,0.03,111,30,0.82,,0.17,C,,,G020.855+00.174,,,Simbad,277.1316,-10.6497
2G3279166+0015660,2G3279166+0015660,327.9167,0.1566,0.11,0.64,0.49,0.57,0.09,49,44,0.65,,0.19,C,,1G327917+001563,G327.916+00.154,7.2,,Simbad,238.3129,-53.6541
2G0329830-0055013,2G0329830-0055013,32.983,-0.5501,0.3,0.62,0.42,0.53,0.16,2,71,0.74,,0.14,C,,1G032984-005506,G032.985-00.548,,,Simbad,283.3724,-0.2054
2G3517654+0048561,2G3517654+0048561,351.7654,0.4856,0.25,1.72,1.36,1.55,0.24,9,90,0.61,,0.14,C,,1G351767+004829,G351.766+00.492,,,Simbad,260.628,-35.5877
2G3361977+0038575,2G3361977+0038575,336.1977,0.3858,0.22,1.21,1.01,1.11,0.16,60,72,0.56,,0.22,C,,1G336198+003856,G336.203+00.385,,,Simbad,247.6374,-47.8221
2G0117964+0085296,2G0117964+0085296,11.7965,0.853,0.19,0.65,0.59,0.62,0.1,26,98,0.41,0.14,0.18,R,,1G011804+008519,G011.798+00.854,,,Simbad,272.075,-18.3054
2G3336633-0010779,2G3336633-0010779,333.6634,-0.1078,0.37,1.6,1.22,1.42,0.43,97,70,0.65,,0.18,C,,1G333664-001096,G333.668-00.122,,,Simbad,245.4895,-49.984
2G0377511-0011009,2G0377511-0011009,37.7512,-0.1101,0.13,0.55,0.48,0.52,0.09,70,101,0.49,0.1,0.29,R,,1G037751-001098,G037.750-00.110,10.1,N70,Simbad,285.1593,4.2377
2G3390924+0001132,2G3390924+0001132,339.0924,0.0113,0.2,0.93,0.66,0.81,0.16,5,112,0.7,,0.19,C,,,G339.103+00.008,,,Simbad,250.8861,-45.9273
2G3266849+0052402,2G3266849+0052402,326.6849,0.524,1.47,3.05,2.54,2.81,0.95,50,92,0.55,0.04,0.47,R,,1G326664+005225,G326.643+00.514,3.0,S79,Simbad,236.2894,-54.1344
2G3534297-0028976,2G3534297-0028976,353.4298,-0.2898,0.1,0.59,0.44,0.52,0.07,85,51,0.66,,0.17,C,,,G353.431-00.291,,,Simbad,262.5511,-34.6406
2G3201156-0048937,2G3201156-0048937,320.1157,-0.4894,0.54,1.64,1.19,1.43,0.31,14,70,0.69,,0.35,C,,1G320116-004855,G320.104-00.511,12.2,,Simbad,227.4741,-58.6632
2G3534360+0044581,2G3534360+0044581,353.436,0.4458,0.68,2.52,1.98,2.27,0.49,39,106,0.62,,0.32,C,,1G353434+004394,G353.436+00.426,,,Simbad,261.8126,-34.228
2G0115713+0039715,2G0115713+0039715,11.5714,0.3972,0.19,0.91,0.52,0.74,0.17,27,57,0.82,0.13,0.33,R,,1G011572+003977,G011.570+00.399,,N3,Simbad,272.3804,-18.7232
2G0242750-0013784,2G0242750-0013784,24.275,-0.1379,1.04,3.25,2.32,2.82,0.41,150,112,0.7,0.04,0.13,R,,1G024291-001491,G024.280-00.145,,N34,Simbad,279.0117,-7.7619
2G0286940+0017888,2G0286940+0017888,28.6941,0.1789,0.57,0.6,0.42,0.52,0.23,139,108,0.71,0.09,0.07,C,,,G028.688+00.177,9.6,,Simbad,280.7649,-3.6891
2G3101865-0010751,2G3101865-0010751,310.1865,-0.1075,0.07,0.35,0.2,0.28,0.04,54,43,0.82,0.21,0.21,R,D,,,,,Simbad,208.5126,-62.0941
2G3384612-0021673,2G3384612-0021673,338.4612,-0.2167,0.09,0.44,0.27,0.37,0.07,36,52,0.78,0.1,0.23,R,,1G338460-002173,G338.461-00.217,,,Simbad,250.5346,-46.5528
2G0057055-0012366,2G0057055-0012366,5.7056,-0.1237,0.13,0.51,0.41,0.46,0.11,178,76,0.59,0.08,0.15,R,,1G005706-001235,G005.705-00.127,,CN70,Simbad,269.7736,-24.0892
2G0306470+0010215,2G0306470+0010215,30.647,0.1022,0.14,0.85,0.73,0.8,0.14,69,70,0.51,0.17,0.25,R,,,G030.644+00.102,,,Simbad,281.7262,-1.9868
2G0470279+0021859,2G0470279+0021859,47.028,0.2186,0.39,1.38,1.19,1.28,0.25,27,110,0.51,0.23,0.35,R,,1G047029+002204,G047.028+00.216,5.8,N98,Simbad,289.1934,12.6206
2G0547139-0014463,2G0547139-0014463,54.714,-0.1446,0.05,0.51,0.31,0.43,0.04,37,38,0.79,,0.33,C,,1G054717-001433,G054.716-00.145,7.2,,Simbad,293.3204,19.2143
2G3316568+0013002,2G3316568+0013002,331.6568,0.13,0.16,1.17,0.97,1.07,0.27,71,75,0.55,,0.17,C,,1G331658+001312,G331.653+00.128,,,Simbad,242.9566,-51.2082
2G0021660+0000943,2G0021660+0000943,2.166,0.0094,0.03,0.2,0.18,0.19,0.07,169,30,0.48,,0.18,C,,,G002.164+00.010,,,Simbad,267.6633,-27.0767
2G0229931-0037493,2G0229931-0037493,22.9931,-0.3749,0.15,1.22,1.15,1.18,0.09,9,83,0.34,,0.17,C,,1G022991-003666,G022.988-00.360,4.8,,Simbad,278.628,-9.009
2G0074172-0028262,2G0074172-0028262,7.4173,-0.2826,0.2,0.53,0.42,0.48,0.11,19,87,0.62,0.09,0.29,R,,1G007419-002812,G007.415-00.281,,CN100,Simbad,270.8477,-22.6809
2G3515309-0043855,2G3515309-0043855,351.531,-0.4385,0.4,1.08,0.71,0.92,0.2,144,74,0.75,,0.22,C,,,,,,Simbad,261.4078,-36.3021
2G3293804+0039102,2G3293804+0039102,329.3805,0.391,0.22,2.01,1.53,1.78,0.17,15,59,0.65,,0.22,C,,1G329380+003922,G329.372+00.386,,,Simbad,239.9287,-52.5333
2G3340530+0035016,2G3340530+0035016,334.053,0.3502,0.19,0.37,0.28,0.33,0.12,58,97,0.65,0.13,0.12,R,,,G334.052+00.351,,,Simbad,245.415,-49.3847
2G3460959-0036351,2G3460959-0036351,346.0959,-0.3635,0.14,0.54,0.48,0.51,0.09,31,63,0.45,,0.2,C,,1G346096-003638,G346.095-00.361,,,Simbad,257.3149,-40.6953
2G3391522-0049825,2G3391522-0049825,339.1523,-0.4983,0.12,0.26,0.21,0.24,0.08,173,88,0.62,0.14,0.08,R,,,G339.154-00.497,,,Simbad,251.4989,-46.2146
2G3493309+0001789,2G3493309+0001789,349.331,0.0179,0.25,0.48,0.32,0.41,0.1,53,92,0.75,,0.35,C,,1G349331+000185,G349.328+00.020,21.4,,Simbad,259.3685,-37.8518
2G0159156+0032669,2G0159156+0032669,15.9156,0.3267,0.14,0.65,0.56,0.61,0.09,64,51,0.52,,0.31,C,,1G015918+003260,G015.916+00.326,,,Simbad,274.6171,-14.9423
2G3389027-0005010,2G3389027-0005010,338.9028,-0.0501,0.29,1.56,1.31,1.44,0.15,65,60,0.54,,0.12,C,,1G338907-000545,,,,Simbad,250.7737,-46.1106
2G3234252-0021538,2G3234252-0021538,323.4252,-0.2154,0.16,0.96,0.85,0.91,0.1,50,90,0.48,,0.15,C,,1G323422-002135,G323.423-00.217,,,Simbad,232.4206,-56.6546
2G3283162+0043944,2G3283162+0043944,328.3163,0.4395,1.29,1.56,1.13,1.36,0.78,27,109,0.69,0.13,0.2,R,,1G328308+004465,G328.320+00.435,7.2,,Simbad,238.5289,-53.1817
2G3078963-0046279,2G3078963-0046279,307.8963,-0.4628,0.1,0.39,0.35,0.37,0.13,9,86,0.44,0.22,0.26,R,,1G307896-004626,G307.895-00.463,,,Simbad,203.814,-62.9114
2G3098997+0034183,2G3098997+0034183,309.8998,0.3418,1.05,4.14,3.65,3.9,0.44,43,71,0.47,0.04,0.06,C,,1G309917+003676,G309.917+00.342,5.5,,Simbad,207.6973,-61.7244
2G0166397-0035363,2G0166397-0035363,16.6397,-0.3536,2.28,4.58,3.77,4.2,1.46,33,101,0.57,0.26,0.4,R,,1G016638-003549,G016.648-00.357,3.9,N18,Simbad,275.5907,-14.6245
2G0129287-0008427,2G0129287-0008427,12.9287,-0.0843,0.44,0.61,0.46,0.54,0.18,161,104,0.65,0.05,0.1,C,,1G012930-000811,G012.931-00.082,,,Simbad,273.5124,-17.7649
2G0452001-0043993,2G0452001-0043993,45.2001,-0.4399,0.3,0.81,0.68,0.75,0.36,30,112,0.55,0.31,0.18,R,,1G045196-004386,G045.195-00.439,6.0,,Simbad,288.9186,10.6964
2G0494251-0040523,2G0494251-0040523,49.4251,-0.4052,0.11,0.65,0.55,0.6,0.08,36,53,0.53,,0.22,C,,1G049427-004050,G049.424-00.406,,,Simbad,290.9175,14.4442
2G3385935-0000751,2G3385935-0000751,338.5935,-0.0075,0.1,0.27,0.23,0.25,0.07,32,64,0.52,0.1,0.18,R,,1G338594-000082,G338.596-00.007,,,Simbad,250.433,-46.3154
2G0050652-0004219,2G0050652-0004219,5.0653,-0.0422,0.09,0.26,0.2,0.23,0.09,8,92,0.67,0.18,0.14,R,,,G005.065-00.043,,,Simbad,269.3448,-24.6031
2G3197295-0047434,2G3197295-0047434,319.7295,-0.4743,0.55,0.96,0.77,0.87,0.22,35,102,0.61,,0.13,C,,,G319.739-00.477,,,Simbad,226.8153,-58.8437
2G3163366-0045410,2G3163366-0045410,316.3367,-0.4541,0.27,0.37,0.23,0.31,0.15,171,88,0.78,0.17,0.11,R,,1G316337-004540,G316.338-00.454,,,Simbad,220.8323,-60.3807
2G0395268-0045722,2G0395268-0045722,39.5269,-0.4572,0.2,0.26,0.16,0.22,0.05,88,68,0.79,,0.19,C,,1G039527-004579,G039.526-00.456,,,Simbad,286.2856,5.657
2G2981796-0025110,2G2981796-0025110,298.1796,-0.2511,0.7,1.81,1.38,1.61,0.52,33,114,0.65,0.08,0.17,R,,,G298.196-00.247,,,Simbad,182.4394,-62.7376
2G3024369-0010688,2G3024369-0010688,302.437,-0.1069,0.64,0.86,0.66,0.77,0.29,56,108,0.63,0.11,0.35,R,,1G302437-001075,G302.436-00.106,,,Simbad,191.7702,-62.9745
2G3313619+0000450,2G3313619+0000450,331.362,0.0045,0.19,0.93,0.72,0.83,0.15,180,97,0.63,0.23,0.31,R,,1G331363+000030,,,,Simbad,242.7482,-51.501
2G0521657-0059170,2G0521657-0059170,52.1658,-0.5917,1.36,6.75,6.11,6.44,1.08,14,112,0.43,0.2,0.32,R,,1G052171-005832,G052.174-00.567,,,Simbad,292.4422,16.7658
2G3296664+0010362,2G3296664+0010362,329.6664,0.1036,0.09,0.54,0.35,0.46,0.06,63,44,0.77,,0.13,C,,1G329665+001006,G329.665+00.101,,,Simbad,240.5936,-52.5631
2G0543771-0005778,2G0543771-0005778,54.3771,-0.0578,1.34,1.56,1.13,1.36,0.55,43,116,0.69,0.12,0.16,R,,,G054.376-00.050,,,Simbad,293.0678,18.9613
2G0278361+0007341,2G0278361+0007341,27.8361,0.0734,0.4,0.75,0.62,0.69,0.28,55,83,0.57,0.1,0.16,R,,1G027837+000754,G027.838+00.074,,,Simbad,280.4655,-4.5004
2G0056310-0029111,2G0056310-0029111,5.6311,-0.2911,0.17,0.24,0.2,0.22,0.15,9,74,0.56,0.06,0.1,C,,,G005.629-00.293,,CN68 CN69,Simbad,269.892,-24.2372
2G3374536-0035933,2G3374536-0035933,337.4536,-0.3593,0.36,1.12,0.74,0.95,0.16,34,45,0.75,,0.14,C,,1G337451-003575,G337.453-00.363,,,Simbad,249.7119,-47.4017
2G3437024-0013030,2G3437024-0013030,343.7024,-0.1303,0.24,1.3,1.05,1.19,0.27,29,109,0.59,0.15,0.39,R,,1G343704-001300,G343.708-00.124,,,Simbad,255.128,-42.4581
2G3525222-0015626,2G3525222-0015626,352.5222,-0.1563,0.23,0.41,0.24,0.34,0.17,20,87,0.8,,0.16,C,,1G352522-001539,,,,Simbad,261.8019,-35.3223
2G0077574-0005028,2G0077574-0005028,7.7575,-0.0503,0.11,0.54,0.36,0.46,0.09,68,65,0.74,0.15,0.22,R,,1G007757-000476,G007.757-00.050,,CN106,Simbad,270.8101,-22.2705
2G3205127-0037273,2G3205127-0037273,320.5128,-0.3727,0.07,0.29,0.28,0.29,0.06,34,70,0.23,0.11,0.25,R,,1G320513-003721,G320.513-00.373,,,Simbad,228.0148,-58.3606
2G3436170+0095417,2G3436170+0095417,343.6171,0.9542,0.09,0.53,0.39,0.47,0.08,44,28,0.67,,0.22,C,,,G343.615+00.955,,,Simbad,253.9105,-41.8508
2G0389834-0026200,2G0389834-0026200,38.9834,-0.262,0.89,0.77,0.64,0.71,0.32,176,87,0.56,0.04,0.12,C,,1G038986-002590,G038.978-00.269,,,Simbad,285.8609,5.2636
2G2964858-0044719,2G2964858-0044719,296.4858,-0.4472,0.02,0.23,0.14,0.19,0.02,0,68,0.82,,0.28,C,,,G296.486-00.448,,,Simbad,178.735,-62.6097
2G0309509+0054183,2G0309509+0054183,30.9509,0.5418,0.43,0.68,0.53,0.61,0.22,69,91,0.63,0.05,0.29,R,,1G030951+005426,G030.951+00.541,,,Simbad,281.4736,-1.5158
2G0176901-0009246,2G0176901-0009246,17.6902,-0.0925,0.05,0.2,0.18,0.19,0.07,14,102,0.44,0.29,0.22,R,,,G017.690-00.092,,,Simbad,275.8611,-13.5743
2G0207174-0013617,2G0207174-0013617,20.7175,-0.1362,1.98,3.54,2.41,3.02,0.79,161,76,0.73,,0.23,C,,1G020733-001049,G020.728-00.105,11.8,,Simbad,277.3451,-10.9165
2G3482565-0098002,2G3482565-0098002,348.2565,-0.98,0.94,1.52,1.15,1.35,0.54,63,111,0.66,0.3,0.31,R,,,G348.249-00.971,2.5,S6,Simbad,259.619,-39.305
2G0179440-0067657,2G0179440-0067657,17.944,-0.6766,0.2,0.78,0.64,0.71,0.11,174,104,0.56,0.08,0.2,R,,1G017945-006776,,,,Simbad,276.5144,-13.623
2G0331699+0000045,2G0331699+0000045,33.1699,0.0005,0.6,2.06,1.41,1.76,0.63,11,77,0.73,0.22,0.15,R,,1G033176-000097,G033.176-00.016,7.1,,Simbad,282.9676,0.212
2G0143798-0008987,2G0143798-0008987,14.3798,-0.0899,0.3,2.47,1.86,2.19,0.21,28,89,0.66,,0.25,C,,1G014399-001027,G014.392-00.106,,,Simbad,274.2414,-16.4919
2G0231155+0055921,2G0231155+0055921,23.1155,0.5592,0.29,1.18,0.94,1.07,0.14,28,63,0.6,,0.28,C,,,,,N30,Simbad,277.8468,-8.4692
2G3326373-0068101,2G3326373-0068101,332.6373,-0.681,0.13,0.49,0.34,0.42,0.06,155,45,0.72,,0.15,C,,,G332.633-00.683,,,Simbad,244.98,-51.1139
2G0529942+0013247,2G0529942+0013247,52.9942,0.1325,0.38,0.71,0.54,0.63,0.2,46,62,0.65,,0.18,C,,,,,,Simbad,292.1918,17.8398
2G0597878-0024276,2G0597878-0024276,59.7878,-0.2428,0.16,0.95,0.76,0.86,0.13,168,63,0.6,,0.16,C,,1G059790-002422,G059.791-00.243,,,Simbad,296.0905,23.5853
2G3202243+0042842,2G3202243+0042842,320.2244,0.4284,0.39,1.08,0.83,0.96,0.21,171,107,0.64,0.11,0.15,R,,1G320229+004329,,,,Simbad,226.7791,-57.8144
2G3383283-0029193,2G3383283-0029193,338.3284,-0.2919,0.07,0.41,0.27,0.35,0.07,44,55,0.75,0.28,0.34,R,,1G338329-002923,G338.328-00.291,,,Simbad,250.4894,-46.7022
2G0493841-0026794,2G0493841-0026794,49.3841,-0.268,0.4,0.73,0.64,0.68,0.17,113,99,0.48,0.05,0.28,R,,1G049385-002675,G049.379-00.264,5.5,,Simbad,290.7726,14.4729
2G3093738-0014826,2G3093738-0014826,309.3739,-0.1483,0.09,0.57,0.49,0.53,0.1,53,112,0.52,0.09,0.31,R,,1G309374-001502,G309.370-00.153,5.4,,Simbad,206.8355,-62.3188
2G3365312-0019492,2G3365312-0019492,336.5312,-0.1949,0.41,1.4,1.06,1.24,0.22,47,56,0.65,,0.21,C,,1G336541-001850,G336.539-00.198,10.4,,Simbad,248.6102,-47.9742
2G3575341+0019808,2G3575341+0019808,357.5342,0.1981,0.14,0.46,0.4,0.43,0.18,19,97,0.49,0.31,0.3,R,,1G357534+001985,G357.534+00.197,,CS20,Simbad,264.7104,-30.927
2G3439610-0018366,2G3439610-0018366,343.961,-0.1837,0.21,0.58,0.52,0.55,0.23,64,97,0.47,0.17,0.14,R,,1G343961-001836,G343.961-00.183,,,Simbad,255.4002,-42.287
2G0287888+0047493,2G0287888+0047493,28.7889,0.4749,0.07,0.34,0.31,0.32,0.06,48,45,0.42,,0.41,C,,1G028789+004757,G028.787+00.476,,,Simbad,280.5445,-3.4695
2G3397699+0001251,2G3397699+0001251,339.77,0.0125,0.04,0.21,0.15,0.19,0.02,175,98,0.7,,0.18,C,,1G339770+000131,G339.771+00.011,,,Simbad,251.5178,-45.4132
2G0364670-0018527,2G0364670-0018527,36.467,-0.1853,0.42,2.55,2.04,2.31,0.32,165,106,0.6,,0.31,C,,1G036468-001859,G036.459-00.183,8.9,,Simbad,284.6381,3.0611
2G3316879+0016172,2G3316879+0016172,331.6879,0.1617,0.08,0.57,0.34,0.47,0.09,98,82,0.81,0.2,0.27,R,,1G331688+001606,G331.689+00.162,,,Simbad,242.9583,-51.1638
2G3507297+0055859,2G3507297+0055859,350.7297,0.5586,3.34,6.7,4.27,5.62,1.06,27,149,0.77,0.06,0.29,R,,1G350783+005976,G350.710+00.641,,,Simbad,259.824,-36.3969
2G3208932-0038643,2G3208932-0038643,320.8933,-0.3864,0.25,0.5,0.43,0.47,0.19,12,109,0.49,0.05,0.16,R,,1G320892-003863,G320.891-00.386,,,Simbad,228.6477,-58.1758
2G0132191+0008251,2G0132191+0008251,13.2191,0.0825,0.43,1.4,0.97,1.2,0.26,56,93,0.73,0.2,0.34,R,,1G013222+000832,G013.222+00.082,,N11,Simbad,273.5045,-17.4301
2G3163778-0034483,2G3163778-0034483,316.3779,-0.3448,0.74,1.68,1.31,1.51,0.47,41,131,0.63,0.26,0.4,R,,1G316378-003439,G316.369-00.368,12.7,,Simbad,220.8157,-60.2642
2G3481124-0032801,2G3481124-0032801,348.1125,-0.328,0.06,0.25,0.19,0.22,0.04,1,56,0.61,,0.13,C,,,G348.113-00.328,,,Simbad,258.8257,-39.045
2G0101645-0023062,2G0101645-0023062,10.1645,-0.2306,0.11,0.38,0.24,0.32,0.1,103,109,0.77,0.32,0.1,R,,1G010164-002308,G010.162-00.231,,CN144,Simbad,272.2405,-20.2581
2G0444129+0054834,2G0444129+0054834,44.413,0.5483,0.16,0.87,0.58,0.74,0.13,46,64,0.74,0.19,0.17,R,,1G044414+005453,,,,Simbad,287.6567,10.4573
