,dec_min,ra_min,dec_max,ra_max,fits_path
0,0.5254952746929639,330.49724511221507,0.5807771751818115,330.55294294694454,spitzer_33000+0000_rgb
0,0.08667342035722411,329.6371111689935,0.10351090391280761,329.6543590529356,spitzer_33000+0000_rgb
0,-0.06857633394965332,330.03264778613186,-0.047082356300009766,330.0547630202857,spitzer_33000+0000_rgb
0,-0.50194815578781,331.48717971840455,-0.48011815926131834,331.50791383379783,spitzer_33000+0000_rgb
0,-0.5688061873457922,328.600932956699,-0.5336690620461219,328.6351071100031,spitzer_33000+0000_rgb
0,0.5689693953519727,330.6485761653892,0.585337396490376,330.66492064764765,spitzer_33000+0000_rgb
0,-0.518575027366333,329.6173250363788,-0.44492496299866696,329.69041780908543,spitzer_33000+0000_rgb
0,0.4821173454392431,330.2671405409484,0.5168699492583838,330.30347346701734,spitzer_33000+0000_rgb
0,0.3687651330310986,329.4669707084553,0.38147883733104493,329.4797651419211,spitzer_33000+0000_rgb
0,-0.5283730415912695,329.5949187866029,-0.5080663197891284,329.6147779986439,spitzer_33000+0000_rgb
0,-0.12197371297297119,330.5552351018695,-0.10125732320617675,330.5761957950193,spitzer_33000+0000_rgb
0,0.5796064395164355,331.4006049257726,0.613553867562378,331.4353407144064,spitzer_33000+0000_rgb
0,-0.37848949816822997,331.41871804408106,-0.3635449996197583,331.4336477619493,spitzer_33000+0000_rgb
0,-0.18679166479874998,331.3894044864315,-0.17413362456074707,331.4020144716569,spitzer_33000+0000_rgb
0,0.289504228875791,330.2180898415691,0.30367903342154295,330.2323483049682,spitzer_33000+0000_rgb
0,-0.37636319610615965,330.85442487752346,-0.3552847457961108,330.8750204176821,spitzer_33000+0000_rgb
0,-0.26447517639170653,330.9276763009446,-0.24895499425524167,330.942795685559,spitzer_33000+0000_rgb
0,-0.4529282995071753,330.6986453380656,-0.41851732979920164,330.73374877195937,spitzer_33000+0000_rgb
0,-0.4846560010128149,331.12030569354954,-0.47189493343209227,331.1330042611309,spitzer_33000+0000_rgb
0,0.4663074497640088,328.67219565129886,0.501100255405664,328.70720053376135,spitzer_33000+0000_rgb
0,0.04991967723517822,329.59154590252206,0.06569547460346191,329.60725667710454,spitzer_33000+0000_rgb
0,0.12297021361404785,329.81507226747425,0.13497688667106444,329.8265779639738,spitzer_33000+0000_rgb
0,-0.37917260363014893,330.8790796217431,-0.36288638960030273,330.89537804280405,spitzer_33000+0000_rgb
0,0.22802490006350096,329.4400234430998,0.25134863029901366,329.4636403048428,spitzer_33000+0000_rgb
0,0.5394856716884765,330.52280923956357,0.5615994409985888,330.5444208929933,spitzer_33000+0000_rgb
0,-0.21747029404925536,331.2228918741643,-0.14531445167185547,331.29519851406627,spitzer_33000+0000_rgb
0,0.12681412633602537,328.64917904996656,0.14160375834958738,328.6636653779467,spitzer_33000+0000_rgb
0,-0.3146824512802588,331.5308311995965,-0.3016803355248633,331.54375809333726,spitzer_33000+0000_rgb
0,-0.5403353217450843,328.53971811356115,-0.4847187451528125,328.5944830869718,spitzer_33000+0000_rgb
0,0.09286572172759276,329.6537649774207,0.11086189667783936,329.6725527376495,spitzer_33000+0000_rgb
0,0.4104859984993066,328.7037604296291,0.42542496319366696,328.71841700500335,spitzer_33000+0000_rgb
0,0.5497202093465479,328.91352100695855,0.5995644471293554,328.9630540468278,spitzer_33000+0000_rgb
0,-0.3510593226612817,331.3071131257635,-0.3170577767773389,331.3404525826241,spitzer_33000+0000_rgb
0,-0.36685652302414307,331.3751153630392,-0.3449367641287573,331.39687204617127,spitzer_33000+0000_rgb
0,0.16895735508125975,329.45234912657025,0.187475095781499,329.470934901124,spitzer_33000+0000_rgb
